PRICE,DISCOUNT_AMT,STD_DISCOUNT_AMT,AMT,QTY,age,std_age,educ,size_hh,income cat,income_est,std_income_est,Min_TIER,TENURE,std_TENURE,sales_pcnt,spring_pcnt,fall_pcnt,holiday_pcnt,sales_prop,spring_prop,fall_prop,holiday_prop,std_sales_prop,std_spring_prop,std_fall_prop,std_holiday_prop,bts_pcnt,bts_prop,clearance_pcnt,std_bts_prop,std_clearance_pcnt,RETAIL,WEB,PROD_CATEGORY_COUNT,std_WEB,std_PROD_CATEGORY_COUNT,pcnt_m_casual_bottoms,pcnt_m_knits,pcnt_m_shirts,pcnt_m_suits,pcnt_w_denim,pcnt_w_dress,pcnt_w_knit_tops,pcnt_w_pants,pcnt_w_sweaters,pcnt_w_woven_tops,pcnt_m_prod,pcnt_w_prod,prop_m_prod,prop_f_prod,std_prop_f_prod,TIER,product_category_count,em_received_ty,dm_received_ty,std_product_cat_count,std_em_rcvd,std_dm_rcvd,days90,profile,is_redeemer,timeuntil_2,timeuntil_3,timeuntil_4,timeuntil_5,up_trans,std_timeuntil_2,std_timeuntil_3,std_timeuntil_4,std_timeuntil_5,std_up_trans,management_occ,technical_occ,professinal_occ,sales_occ,officeadmin_occ,bluecollar_occ,farmer_occ,other_occ,retired_occ,EDUC_YEARS,MARRIED,LENGTH_OF_RESIDENCE,std_EDUC_YEARS,std_LENGTH_OF_RESIDENCE
16.79,0,0.48206963,83.95,5,37,0.578438824,4,2,115k-125k,115,1.370587046,2,331,-1.334444144,0,0,0.114,0.886,0,0,0.11,0.89,-0.677308354,-0.834975019,-0.43048299,2.020862488,0,0,0,-0.305775062,-0.568772913,1,0,2,-0.429593756,-0.932638373,0,0,0,0,0,0,0.557,0,0,0.443,0,1,0,1,0.864570794,2,2,172,5,-1.281653063,0.808610523,0.061596913,1,0,0,,,,,1,,,,,-1.191974174,0,0,1,0,0,0,0,0,0,16,1,15,0.172498868,0.112588609
16.802,-7.9,0.424627747,84.01,5,37,0.578438824,2,3,45k-65k,55,-0.443413637,2,818,0.043798245,0,0,1,0,0,0,1,0,-0.677308354,-0.834975019,2.104691659,-0.666278948,0,0,0.13,-0.305775062,0.046155728,1,0,5,-0.429593756,0.37366374,0,0,0.357,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,6,6,0,0.20624607,-1.283377661,-1.078954164,1,0,0,,,,,1,,,,,-1.191974174,1,0,0,0,0,0,0,0,0,14,0,9,-0.703927834,-0.506619312
16.91,0,0.48206963,84.55,5,37,0.578438824,1,1,115k-125k,115,1.370587046,2,1342,1.526753094,0,0,0.291,0.709,0,0,0.29,0.71,-0.677308354,-0.834975019,0.082248961,1.477395681,0,0,0.76,-0.305775062,3.02619453,1,0,1,-0.429593756,-1.368072411,0,0,1,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,2,93,1,-1.281653063,-0.186974215,-0.850843949,0,0,0,37,,,,2,-0.600023825,,,,-0.5575932,0,0,1,0,0,0,0,0,0,16,0,4,0.172498868,-1.022625913
17.122,-28.94,0.271643289,85.61,5,37,0.578438824,1,2,45k-65k,55,-0.443413637,2,923,0.340955228,0.592,0,0,0.408,0.59,0,0,0.41,1.161538564,-0.834975019,-0.743819183,0.571617668,0,0,0,-0.305775062,-0.568772913,1,0,4,-0.429593756,-0.061770298,0,0,0,0,0,0,0.148,0,0.408,0,0,1,0,1,0.864570794,2,4,98,0,-0.537703497,-0.123962523,-1.078954164,0,0,1,205,,,,2,0.236771487,,,,-0.5575932,1,0,0,0,0,0,0,0,0,18,0,22,1.04892557,0.83499785
17.152,-30,0.263935898,85.76,5,52,2.150700911,1,3,45k-65k,55,-0.443413637,2,191,-1.730653455,1,0,0,0,1,0,0,0,2.439381338,-0.834975019,-0.743819183,-0.666278948,0.186,0.19,0.35,0.681193959,1.086804199,1,0,5,-0.429593756,0.37366374,-0.408,0.454,0,0,0,0,0,0,0,0.464,0.536,0.464,0.54,0.46,-0.359750904,2,5,132,0,-0.165728714,0.304516984,-1.078954164,1,0,0,1,4,20,,4,-0.779337107,-0.743307009,-0.637643008,,0.711168748,0,0,0,0,0,0,0,0,1,18,1,39,1.04892557,2.589420293
17.164,-16.9,0.359187628,85.82,5,37,0.578438824,2,3,45k-65k,55,-0.443413637,2,767,-0.100535147,1,0,0,0,1,0,0,0,2.439381338,-0.834975019,-0.743819183,-0.666278948,0,0,0.29,-0.305775062,0.802990979,1,0,5,-0.429593756,0.37366374,0,0,0.291,0,0,0.175,0,0,0,0,0.524,0.476,0.52,0.48,-0.314405656,2,7,6,0,0.578220853,-1.283377661,-1.078954164,0,0,0,,,,,1,,,,,-1.191974174,0,0,0,0,1,0,0,0,0,18,0,10,1.04892557,-0.403417992
17.296,-4.79,0.447240944,86.48,5,37,0.578438824,1,2,45k-65k,55,-0.443413637,2,1092,0.819236468,0,0.498,0,0.502,0,0.5,0,0.5,-0.677308354,0.552599186,-0.743819183,0.843351072,0,0,0,-0.305775062,-0.568772913,1,0,4,-0.429593756,-0.061770298,0,0.343,0.346,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,6,9,4,0.20624607,-1.245570646,-0.166513302,1,0,0,67,375,95,,4,-0.450596091,1.41644042,-0.149624065,,0.711168748,0,0,0,0,0,0,0,1,0,14,0,15,-0.703927834,0.112588609
17.394,-69.8,-0.025454855,86.97,5,33,0.159168934,1,2,45k-65k,55,-0.443413637,2,1006,0.575850748,0,1,0,0,0,1,0,0,-0.677308354,1.940173391,-0.743819183,-0.666278948,0,0,0.3,-0.305775062,0.850293183,0.5,0.5,3,1.540561103,-0.497204335,0,0.828,0,0,0,0,0.08,0,0,0,0.911,0.089,0.91,0.09,-1.198637993,2,11,47,12,2.066119986,-0.766681784,1.658368422,1,1,1,2,13,10,6,5,-0.774356182,-0.690914214,-0.7027122,-0.680141885,1.345549722,0,0,1,0,0,0,0,0,0,9,1,10,-2.894994589,-0.403417992
17.656,0,0.48206963,88.28,5,37,0.578438824,0,2,115k-125k,115,1.370587046,2,1214,1.164504581,0,0.564,0,0.436,0,0.56,0,0.44,-0.677308354,0.71910809,-0.743819183,0.66219547,0,0,0.09,-0.305775062,-0.143053084,1,0,3,-0.429593756,-0.497204335,0,0.564,0.102,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,6,23,9,0.20624607,-1.069137907,0.974037775,1,0,0,56,15,567,259,5,-0.50538626,-0.679271371,2.921641817,0.999996028,1.345549722,0,0,0,0,0,1,0,0,0,14,1,1,-0.703927834,-1.332229873
17.93,0,0.48206963,89.65,5,37,0.578438824,1,2,115k-125k,115,1.370587046,2,855,0.148510706,0.435,0.565,0,0,0.44,0.57,0,0,0.694035111,0.746859575,-0.743819183,-0.666278948,0,0,0.84,-0.305775062,3.404612155,1,0,2,-0.429593756,-0.932638373,0,0.799,0.201,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,2,16,5,-1.281653063,-1.157354276,0.061596913,0,0,0,250,35,36,68,5,0.460913088,-0.562842938,-0.5335323,-0.268408483,1.345549722,0,0,0,0,1,0,0,0,0,16,0,16,0.172498868,0.215789929
17.95,0,0.48206963,89.75,5,37,0.578438824,1,2,115k-125k,115,1.370587046,2,1007,0.578680815,0,0,0,1,0,0,0,1,-0.677308354,-0.834975019,-0.743819183,2.352981093,0,0,0,-0.305775062,-0.568772913,1,0,2,-0.429593756,-0.932638373,0,0,0,0,0,0.278,0.722,0,0,0,0,1,0,1,0.864570794,2,2,10,0,-1.281653063,-1.232968307,-1.078954164,0,0,0,,,,,1,,,,,-1.191974174,0,0,1,0,0,0,0,0,0,16,1,12,0.172498868,-0.197015352
18.154,-51.85,0.105061829,90.77,5,17,-1.517910626,1,3,45k-65k,55,-0.443413637,2,773,-0.083554748,0,0.264,0,0.736,0,0.26,0,0.74,-0.677308354,-0.113436432,-0.743819183,1.567973482,0,0,0,-0.305775062,-0.568772913,0.667,0.333,6,0.88252938,0.809097778,0,0,0.385,0,0,0,0,0.165,0,0.264,0.571,0.429,0.57,0.43,-0.427768776,2,7,172,6,0.578220853,0.808610523,0.289707129,0,1,0,116,223,,,3,-0.206530792,0.53158433,,,0.076787774,0,0,0,0,0,0,0,0,1,18,1,23,1.04892557,0.93819917
18.182,-79.95,-0.099256768,90.91,5,17,-1.517910626,1,3,45k-65k,55,-0.443413637,2,947,0.408876824,1,0,0,0,1,0,0,0,2.439381338,-0.834975019,-0.743819183,-0.666278948,0,0,0.26,-0.305775062,0.66108437,0.8,0.2,7,0.358468188,1.244531816,0,0,0,0,0,0,0.868,0,0,0,0,1,0,1,0.864570794,2,12,183,12,2.438094769,0.947236246,1.658368422,1,1,0,20,10,30,301,5,-0.684699542,-0.708378479,-0.572573815,1.278912203,1.345549722,0,1,0,0,0,0,0,0,0,16,1,16,0.172498868,0.215789929
18.276,0,0.48206963,91.38,5,37,0.578438824,1,3,115k-125k,115,1.370587046,2,163,-1.809895317,0,1,0,0,0,1,0,0,-0.677308354,1.940173391,-0.743819183,-0.666278948,0,0,0.48,-0.305775062,1.70173284,1,0,5,-0.429593756,0.37366374,0.328,0,0.219,0,0.219,0,0.191,0,0,0,0.547,0.453,0.55,0.45,-0.382423528,2,5,83,0,-0.165728714,-0.3129976,-1.078954164,1,0,0,,,,,1,,,,,-1.191974174,0,0,0,1,0,0,0,0,0,12,1,2,-1.580354536,-1.229028553
18.61,-299.85,-1.69817703,93.05,5,17,-1.517910626,1,4,25k-45k,35,-1.048080532,2,1040,0.672073009,0.182,0.61,1.292,-1.084,0.06,0.19,0.41,0.34,-0.490306972,-0.307696821,0.424070262,0.360269466,0,0,0,-0.305775062,-0.568772913,1,0,8,-0.429593756,1.679965853,0,0.161,0,0,-0.917,0.375,0.791,0,0.322,0,0.161,0.839,0.16,0.84,0.50180881,2,13,145,12,2.810069552,0.468347384,1.658368422,1,1,0,7,2,38,6,5,-0.74945156,-0.754949852,-0.520518461,-0.680141885,1.345549722,1,0,0,0,0,0,0,0,0,14,0,18,-0.703927834,0.422192569
18.678,-54.9,0.082884899,93.39,5,37,0.578438824,1,2,45k-65k,55,-0.443413637,2,873,0.199451903,0,0,1,0,0,0,1,0,-0.677308354,-0.834975019,2.104691659,-0.666278948,0,0,0,-0.305775062,-0.568772913,0.5,0.5,3,1.540561103,-0.497204335,0.2,0.8,0,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,4,14,6,-0.537703497,-1.182558953,0.289707129,0,1,0,498,7,,,3,1.696182358,-0.725842744,,,0.076787774,0,0,1,0,0,0,0,0,0,18,1,5,1.04892557,-0.919424593
18.748,0,0.48206963,93.74,5,17,-1.517910626,1,2,115k-125k,115,1.370587046,2,1031,0.646602411,1,0,0,0,1,0,0,0,2.439381338,-0.834975019,-0.743819183,-0.666278948,0,0,0.29,-0.305775062,0.802990979,1,0,2,-0.429593756,-0.932638373,0.32,0.68,0,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,3,170,7,-0.90967828,0.783405846,0.517817344,1,1,0,33,547,6,,4,-0.619947523,2.417724942,-0.728739877,,0.711168748,1,0,0,0,0,0,0,0,0,16,1,11,0.172498868,-0.300216672
18.75,0,0.48206963,93.75,5,37,0.578438824,1,2,115k-125k,115,1.370587046,2,365,-1.238221883,0,0.575,0.425,0,0,0.58,0.43,0,-0.677308354,0.774611059,0.481040479,-0.666278948,0,0,0,-0.305775062,-0.568772913,1,0,4,-0.429593756,-0.061770298,0,0,0,0,0,0,0.401,0,0.231,0.255,0,1,0,1,0.864570794,2,4,0,0,-0.537703497,-1.358991692,-1.078954164,0,0,0,,,,,1,,,,,-1.191974174,0,0,0,0,0,0,0,1,0,16,0,18,0.172498868,0.422192569
18.81,0,0.48206963,94.05,5,37,0.578438824,1,2,115k-125k,115,1.370587046,2,1261,1.297517707,0,1,0,0,0,1,0,0,-0.677308354,1.940173391,-0.743819183,-0.666278948,0,0,0.04,-0.305775062,-0.3795641,1,0,3,-0.429593756,-0.497204335,0,0.382,0,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,5,5,11,-0.165728714,-1.295979999,1.430258206,0,0,0,213,298,,,3,0.276618882,0.968190953,,,0.076787774,1,0,0,0,0,0,0,0,0,18,1,12,1.04892557,-0.197015352
18.842,-97.41,-0.2262106,94.21,5,17,-1.517910626,1,3,45k-65k,55,-0.443413637,2,267,-1.5155684,0.191,0,0.809,0,0.19,0,0.81,0,-0.085137312,-0.834975019,1.563474599,-0.666278948,0.809,0.81,0.19,3.901829712,0.329968948,0.667,0.333,5,0.88252938,0.37366374,0.592,0.191,0,0,0,0,0,0,0.085,0.132,0.783,0.217,0.78,0.22,-0.903893881,2,5,155,0,-0.165728714,0.594370769,-1.078954164,1,1,1,21,,,,2,-0.679718617,,,,-0.5575932,0,0,1,0,0,0,0,0,0,16,1,26,0.172498868,1.247803131
18.926,-48.14,0.1320377,94.63,5,37,0.578438824,1,2,45k-65k,55,-0.443413637,2,568,-0.663718382,0,0.507,0.493,0,0,0.51,0.49,0,-0.677308354,0.58035067,0.65195113,-0.666278948,0,0,0.51,-0.305775062,1.84363945,1,0,4,-0.429593756,-0.061770298,0,0,0,0,0,0.38,0.127,0,0,0,0.493,0.507,0.49,0.51,-0.246387784,2,4,175,0,-0.537703497,0.846417538,-1.078954164,0,0,0,,,,,1,,,,,-1.191974174,0,0,0,0,0,0,0,1,0,16,0,2,0.172498868,-1.229028553
18.95,0,0.48206963,94.75,5,37,0.578438824,1,2,115k-125k,115,1.370587046,2,897,0.267373499,0.526,0,0,0.474,0.53,0,0,0.47,0.974537183,-0.834975019,-0.743819183,0.752773271,0,0,0,-0.305775062,-0.568772913,1,0,4,-0.429593756,-0.061770298,0,0.316,0,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,6,130,5,0.20624607,0.279312307,0.061596913,0,1,0,257,570,,,3,0.495779559,2.55161764,,,0.076787774,1,0,0,0,0,0,0,0,0,18,0,22,1.04892557,0.83499785
19.21,0,0.48206963,96.05,5,37,0.578438824,1,1,gt125k,135,1.97525394,2,644,-0.448633327,0.176,0,0,0.824,0.18,0,0,0.82,-0.116304209,-0.834975019,-0.743819183,1.809514285,0,0,0,-0.305775062,-0.568772913,1,0,1,-0.429593756,-1.368072411,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.864570794,2,1,173,0,-1.653627847,0.821212861,-1.078954164,1,0,0,,,,,1,,,,,-1.191974174,0,0,0,0,0,1,0,0,0,14,0,0,-0.703927834,-1.435431194
19.324,0,0.48206963,96.62,5,17,-1.517910626,1,2,gt125k,135,1.97525394,2,567,-0.666548448,0,1,0,0,0,1,0,0,-0.677308354,1.940173391,-0.743819183,-0.666278948,0,0,0,-0.305775062,-0.568772913,1,0,2,-0.429593756,-0.932638373,0,0,0,0,0,0,0.752,0,0,0.248,0,1,0,1,0.864570794,2,2,26,4,-1.281653063,-1.031330892,-0.166513302,1,1,0,,,,,1,,,,,-1.191974174,0,0,0,0,0,0,0,0,1,18,1,42,1.04892557,2.899024253
19.38,0,0.48206963,96.9,5,37,0.578438824,1,2,gt125k,135,1.97525394,2,937,0.380576159,0,1,0,0,0,1,0,0,-0.677308354,1.940173391,-0.743819183,-0.666278948,0,0,0,-0.305775062,-0.568772913,1,0,3,-0.429593756,-0.497204335,0,0,0,0,0,0,0.154,0,0.556,0,0,1,0,1,0.864570794,2,3,24,2,-0.90967828,-1.056535569,-0.622733733,0,0,0,,,,,1,,,,,-1.191974174,0,0,0,1,0,0,0,0,0,16,1,4,0.172498868,-1.022625913
19.45,-97.25,-0.22504722,97.25,5,37,0.578438824,1,2,45k-65k,55,-0.443413637,2,1148,0.977720192,0,0,0,1,0,0,0,1,-0.677308354,-0.834975019,-0.743819183,2.352981093,0,0,0,-0.305775062,-0.568772913,0,1,4,3.510715962,-0.061770298,0,0,0,0,0,0,0,0,0.257,0.436,0,1,0,1,0.864570794,2,5,7,2,-0.165728714,-1.270775322,-0.622733733,1,0,0,,,,,1,,,,,-1.191974174,0,0,0,0,0,0,0,0,1,16,1,18,0.172498868,0.422192569
19.45,-39.9,0.191951766,97.25,5,37,0.578438824,1,2,45k-65k,55,-0.443413637,2,1119,0.895648263,0,0,0.41,0.59,0,0,0.41,0.59,-0.677308354,-0.834975019,0.424070262,1.115084476,0.41,0.41,0,1.824000194,-0.568772913,1,0,3,-0.429593756,-0.497204335,0,0.59,0,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,4,4,10,-0.537703497,-1.308582338,1.202147991,1,0,0,596,,,,2,2.184312957,,,,-0.5575932,1,0,0,0,0,0,0,0,0,16,1,24,0.172498868,1.04140049
19.472,0,0.48206963,97.36,5,37,0.578438824,1,3,gt125k,135,1.97525394,2,834,0.089079309,0,0.677,0.323,0,0,0.68,0.32,0,-0.677308354,1.0521259,0.167704287,-0.666278948,0,0,0,-0.305775062,-0.568772913,1,0,5,-0.429593756,0.37366374,0,0,0,0,0,0,0,0.677,0,0,0,1,0,1,0.864570794,2,6,182,12,0.20624607,0.934633907,1.658368422,0,0,0,3,166,,,3,-0.769375258,0.199763297,,,0.076787774,1,0,0,0,0,0,0,0,0,18,1,2,1.04892557,-1.229028553
19.488,-10.83,0.403323353,97.44,5,17,-1.517910626,1,2,45k-65k,55,-0.443413637,2,1360,1.577694291,1,0,0,0,1,0,0,0,2.439381338,-0.834975019,-0.743819183,-0.666278948,0,0,0,-0.305775062,-0.568772913,1,0,4,-0.429593756,-0.061770298,0,0.535,0,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,6,174,6,0.20624607,0.833815199,0.289707129,1,1,0,865,22,,,3,3.524181641,-0.63852142,,,0.076787774,0,0,0,0,1,0,0,0,0,14,1,9,-0.703927834,-0.506619312
19.518,-31.98,0.249539071,97.59,5,37,0.578438824,1,3,45k-65k,55,-0.443413637,2,481,-0.909934168,0,0.509,0.491,0,0,0.51,0.49,0,-0.677308354,0.58035067,0.65195113,-0.666278948,0,0,0.12,-0.305775062,-0.001146475,1,0,5,-0.429593756,0.37366374,0,0,0,0,0,0,0,0.302,0,0.227,0,1,0,1,0.864570794,2,5,164,5,-0.165728714,0.707791815,0.061596913,0,0,0,,,,,1,,,,,-1.191974174,1,0,0,0,0,0,0,0,0,16,1,10,0.172498868,-0.403417992
19.518,0,0.48206963,97.59,5,37,0.578438824,1,2,gt125k,135,1.97525394,2,1307,1.427700766,0.204,0,0.184,0.612,0.2,0,0.18,0.61,-0.053970415,-0.834975019,-0.231087231,1.175469677,0.184,0.18,0.07,0.629248221,-0.237657491,1,0,2,-0.429593756,-0.932638373,0,0,0,0,0,0,0.816,0,0,0,0.184,0.816,0.18,0.82,0.456463561,2,5,10,3,-0.165728714,-1.232968307,-0.394623518,0,0,0,224,84,83,582,5,0.331409052,-0.277593278,-0.227707096,3.144994233,1.345549722,0,0,0,0,1,0,0,0,0,18,1,8,1.04892557,-0.609820632
19.534,-74.95,-0.062901146,97.67,5,24,-0.784188319,1,2,45k-65k,55,-0.443413637,2,1175,1.054131988,0.05,0.95,0,0,0.05,0.95,0,0,-0.521473869,1.80141597,-0.743819183,-0.666278948,0.05,0.05,0,-0.046046373,-0.568772913,1,0,3,-0.429593756,-0.497204335,0,0,0,0,0,0,0,0.429,0,0.571,0,1,0,1,0.864570794,2,9,11,1,1.322170419,-1.220365969,-0.850843949,0,1,0,274,427,,,3,0.580455275,1.719154345,,,0.076787774,0,0,1,0,0,0,0,0,0,18,1,23,1.04892557,0.93819917
19.568,-79.76,-0.097875254,97.84,5,17,-1.517910626,1,1,45k-65k,55,-0.443413637,2,278,-1.484437669,0,0.333,0,0.667,0,0.33,0,0.67,-0.677308354,0.080823956,-0.743819183,1.356625279,0,0,0,-0.305775062,-0.568772913,0.333,0.667,4,2.198592826,-0.061770298,0,0,0,0,0,0,0,0,0.612,0,0,1,0,1,0.864570794,2,4,173,5,-0.537703497,0.821212861,0.061596913,1,1,1,167,,,,2,0.047496357,,,,-0.5575932,0,0,0,0,0,0,0,1,0,18,1,22,1.04892557,0.83499785
19.632,0,0.48206963,98.16,5,37,0.578438824,1,1,45k-65k,55,-0.443413637,2,1348,1.543733493,0,0,1,0,0,0,1,0,-0.677308354,-0.834975019,2.104691659,-0.666278948,0,0,0,-0.305775062,-0.568772913,1,0,2,-0.429593756,-0.932638373,0,0,0,0,0,0,0.492,0,0,0,0,1,0,1,0.864570794,2,6,86,6,0.20624607,-0.275190585,0.289707129,1,0,0,946,,,,2,3.927636523,,,,-0.5575932,0,0,1,0,0,0,0,0,0,16,1,6,0.172498868,-0.816223273
19.65,0,0.48206963,98.25,5,37,0.578438824,1,2,gt125k,135,1.97525394,2,834,0.089079309,0,0,1,0,0,0,1,0,-0.677308354,-0.834975019,2.104691659,-0.666278948,0,0,0.15,-0.305775062,0.140760135,1,0,4,-0.429593756,-0.061770298,0,0,0.305,0,0,0,0,0.305,0,0.305,0.305,0.695,0.31,0.7,0.184392073,2,5,177,11,-0.165728714,0.871622215,1.430258206,0,0,0,,,,,1,,,,,-1.191974174,1,0,0,0,0,0,0,0,0,18,1,22,1.04892557,0.83499785
19.68,-37.19,0.211656513,98.4,5,37,0.578438824,1,3,45k-65k,55,-0.443413637,2,991,0.53339975,0,0.433,0,0.567,0,0.43,0,0.57,-0.677308354,0.358338797,-0.743819183,1.054699275,0,0,0.46,-0.305775062,1.607128434,1,0,5,-0.429593756,0.37366374,0,0,0.25,0,0,0.284,0,0,0.149,0,0.567,0.433,0.57,0.43,-0.427768776,2,7,9,0,0.578220853,-1.245570646,-1.078954164,0,0,0,228,,,,2,0.35133275,,,,-0.5575932,0,0,1,0,0,0,0,0,0,16,1,37,0.172498868,2.383017652
19.72,-24.23,0.305890286,98.6,5,37,0.578438824,1,1,45k-65k,55,-0.443413637,2,153,-1.838195982,0.47,0.53,0,0,0.47,0.53,0,0,0.787535801,0.635853638,-0.743819183,-0.666278948,0,0,0.15,-0.305775062,0.140760135,1,0,4,-0.429593756,-0.061770298,0,0,0,0,0,0.733,0,0,0,0.152,0,1,0,1,0.864570794,2,4,70,2,-0.537703497,-0.476828,-0.622733733,1,0,0,,,,,1,,,,,-1.191974174,0,0,1,0,0,0,0,0,0,16,1,16,0.172498868,0.215789929
19.76,-14.95,0.37336632,98.8,5,37,0.578438824,1,2,45k-65k,55,-0.443413637,2,568,-0.663718382,0,0.303,0.697,0,0,0.3,0.7,0,-0.677308354,-0.002430496,1.250138406,-0.666278948,0.454,0.45,0.24,2.031783145,0.566479964,1,0,3,-0.429593756,-0.497204335,0,0.697,0.303,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,3,171,0,-0.90967828,0.796008184,-1.078954164,0,0,0,21,,,,2,-0.679718617,,,,-0.5575932,0,0,0,0,0,0,0,0,1,9,1,7,-2.894994589,-0.713021953
19.858,-29.9,0.26466301,99.29,5,37,0.578438824,1,2,45k-65k,55,-0.443413637,2,371,-1.221241484,0,0,1,0,0,0,1,0,-0.677308354,-0.834975019,2.104691659,-0.666278948,0,0,0,-0.305775062,-0.568772913,1,0,3,-0.429593756,-0.497204335,0,0.903,0,0,0,0,0.097,0,0,0,0.903,0.097,0.9,0.1,-1.175965369,2,3,167,0,-0.90967828,0.74559883,-1.078954164,1,0,0,,,,,1,,,,,-1.191974174,0,0,1,0,0,0,0,0,0,16,1,27,0.172498868,1.351004451
19.868,-20.34,0.33417496,99.34,5,17,-1.517910626,1,2,45k-65k,55,-0.443413637,2,528,-0.776921042,0,0.819,0.181,0,0,0.82,0.18,0,-0.677308354,1.440646677,-0.231087231,-0.666278948,0,0,0.18,-0.305775062,0.282666744,1,0,4,-0.429593756,-0.061770298,0,0,0,0,0,0,0.498,0,0,0.412,0,1,0,1,0.864570794,2,4,8,0,-0.537703497,-1.258172984,-1.078954164,0,1,0,,,,,1,,,,,-1.191974174,1,0,0,0,0,0,0,0,0,16,0,23,0.172498868,0.93819917
19.91,-24.95,0.300655076,99.55,5,37,0.578438824,1,2,45k-65k,55,-0.443413637,2,202,-1.699522723,0.75,0.25,0,0,0.75,0.25,0,0,1.660208915,-0.141187917,-0.743819183,-0.666278948,0,0,0,-0.305775062,-0.568772913,1,0,4,-0.429593756,-0.061770298,0,0.451,0,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,4,140,2,-0.537703497,0.405335692,-0.622733733,0,0,0,,,,,1,,,,,-1.191974174,0,0,0,0,1,0,0,0,0,12,1,16,-1.580354536,0.215789929
19.97,0,0.48206963,99.85,5,25,-0.679370846,1,3,gt125k,135,1.97525394,2,495,-0.870313237,0,0,0,1,0,0,0,1,-0.677308354,-0.834975019,-0.743819183,2.352981093,0,0,0,-0.305775062,-0.568772913,1,0,5,-0.429593756,0.37366374,0,0.165,0.275,0,0,0.175,0.135,0,0,0,0.69,0.31,0.69,0.31,-0.699840264,2,5,179,5,-0.165728714,0.896826892,0.061596913,1,1,0,,,,,1,,,,,-1.191974174,1,0,0,0,0,0,0,0,0,16,1,24,0.172498868,1.04140049
20.018,-130,-0.463176546,100.09,5,37,0.578438824,1,2,25k-45k,35,-1.048080532,2,974,0.48528862,0,0,1,0,0,0,1,0,-0.677308354,-0.834975019,2.104691659,-0.666278948,0,0,0.06,-0.305775062,-0.284959694,1,0,3,-0.429593756,-0.497204335,0,0,0,0,0,0,0.452,0.548,0,0,0,1,0,1,0.864570794,2,5,18,4,-0.165728714,-1.132149599,-0.166513302,1,0,0,555,,,,2,1.980095053,,,,-0.5575932,1,0,0,0,0,0,0,0,0,18,1,50,1.04892557,3.724634814
20.026,-63.6,0.019626117,100.13,5,17,-1.517910626,1,2,45k-65k,55,-0.443413637,2,664,-0.392031997,0,0.598,0.252,0.149,0,0.6,0.25,0.15,-0.677308354,0.830114027,-0.031691472,-0.213389942,0,0,0.24,-0.305775062,0.566479964,0.8,0.2,4,0.358468188,-0.061770298,0,0.353,0,0,0,0,0,0,0.598,0,0.353,0.647,0.35,0.65,0.071028953,2,4,40,4,-0.537703497,-0.854898153,-0.166513302,0,1,1,296,27,154,,4,0.690035614,-0.609414311,0.23428417,,0.711168748,0,0,0,0,0,0,0,1,0,16,1,17,0.172498868,0.318991249
20.162,-15,0.373002764,100.81,5,37,0.578438824,1,2,45k-65k,55,-0.443413637,2,542,-0.737300111,0.297,0.703,0,0,0.3,0.7,0,0,0.257698554,1.107628868,-0.743819183,-0.666278948,0,0,0,-0.305775062,-0.568772913,1,0,2,-0.429593756,-0.932638373,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.864570794,2,2,176,2,-1.281653063,0.859019876,-0.622733733,0,0,1,112,,,,2,-0.22645449,,,,-0.5575932,0,0,0,0,0,1,0,0,0,12,1,2,-1.580354536,-1.229028553
20.168,0,0.48206963,100.84,5,37,0.578438824,1,2,gt125k,135,1.97525394,2,596,-0.58447652,0,0.376,0.624,0,0,0.38,0.62,0,-0.677308354,0.219581377,1.022257539,-0.666278948,0,0,0,-0.305775062,-0.568772913,1,0,6,-0.429593756,0.809097778,0,0.277,0.297,0,0,0,0,0,0,0,0.852,0.148,0.85,0.15,-1.062602249,2,6,166,0,0.20624607,0.732996492,-1.078954164,0,0,0,203,,,,2,0.226809638,,,,-0.5575932,1,0,0,0,0,0,0,0,0,16,1,14,0.172498868,0.009387289
