PRICE,DISCOUNT_AMT,STD_DISCOUNT_AMT,AMT,QTY,age,std_age,educ,size_hh,income cat,income_est,std_income_est,Min_TIER,TENURE,std_TENURE,sales_pcnt,spring_pcnt,fall_pcnt,holiday_pcnt,sales_prop,spring_prop,fall_prop,holiday_prop,std_sales_prop,std_spring_prop,std_fall_prop,std_holiday_prop,bts_pcnt,bts_prop,clearance_pcnt,std_bts_prop,std_clearance_pcnt,RETAIL,WEB,PROD_CATEGORY_COUNT,std_WEB,std_PROD_CATEGORY_COUNT,pcnt_m_casual_bottoms,pcnt_m_knits,pcnt_m_shirts,pcnt_m_suits,pcnt_w_denim,pcnt_w_dress,pcnt_w_knit_tops,pcnt_w_pants,pcnt_w_sweaters,pcnt_w_woven_tops,pcnt_m_prod,pcnt_w_prod,prop_m_prod,prop_f_prod,std_prop_f_prod,TIER,product_category_count,em_received_ty,dm_received_ty,std_product_cat_count,std_em_rcvd,std_dm_rcvd,days90,profile,is_redeemer,timeuntil_2,timeuntil_3,timeuntil_4,timeuntil_5,up_trans,std_timeuntil_2,std_timeuntil_3,std_timeuntil_4,std_timeuntil_5,std_up_trans,management_occ,technical_occ,professinal_occ,sales_occ,officeadmin_occ,bluecollar_occ,farmer_occ,other_occ,retired_occ,EDUC_YEARS,MARRIED,LENGTH_OF_RESIDENCE,std_EDUC_YEARS,std_LENGTH_OF_RESIDENCE
8.975,-2,0.467527382,35.9,4,37,0.578438824,1,3,45k-65k,55,-0.443413637,2,302,-1.416516072,0.583,0,0,0.417,0.58,0,0,0.42,1.130371668,-0.834975019,-0.743819183,0.601810269,0,0,0.36,-0.305775062,1.134106402,1,0,5,-0.429593756,0.37366374,0,0,0,0,0,0.139,0.361,0,0,0,0,1,0,1,0.864570794,2,5,173,2,-0.165728714,0.821212861,-0.622733733,0,0,0,,,,,1,,,,,-1.191974174,1,0,0,0,0,0,0,0,0,18,1,16,1.04892557,0.215789929
9.08,0,0.48206963,36.32,4,37,0.578438824,1,2,65k-85k,75,0.161253257,2,469,-0.943894966,0.653,0,0.347,0,0.65,0,0.35,0,1.348539946,-0.834975019,0.253159612,-0.666278948,0.385,0.39,0,1.720108718,-0.568772913,1,0,4,-0.429593756,-0.061770298,0.385,0,0,0,0,0,-0.007,0,0,0.512,0.385,0.615,0.39,0.62,0.003011081,2,4,171,0,-0.537703497,0.796008184,-1.078954164,1,0,0,64,92,,,3,-0.465538865,-0.231021905,,,0.076787774,0,0,0,0,0,0,0,0,1,16,0,23,0.172498868,0.93819917
9.2225,0,0.48206963,36.89,4,37,0.578438824,1,1,65k-85k,75,0.161253257,2,898,0.270203565,0,1,0,0,0,1,0,0,-0.677308354,1.940173391,-0.743819183,-0.666278948,0,0,0.23,-0.305775062,0.51917776,1,0,1,-0.429593756,-1.368072411,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,4,7,0,-0.537703497,-1.270775322,-1.078954164,1,0,0,64,313,,,3,-0.465538865,1.055512278,,,0.076787774,0,0,0,0,0,0,0,0,1,14,0,30,-0.703927834,1.660608411
9.29,0,0.48206963,37.16,4,17,-1.517910626,1,2,65k-85k,75,0.161253257,2,1149,0.980550258,0,0.645,0.355,0,0,0.65,0.36,0,-0.677308354,0.968871447,0.28164472,-0.666278948,0,0,0.62,-0.305775062,2.363963685,1,0,3,-0.429593756,-0.497204335,0,0.645,0,0,0,0,0.242,0,0,0,0.645,0.355,0.65,0.36,-0.586477144,2,5,13,0,-0.165728714,-1.195161292,-1.078954164,1,1,0,13,254,117,127,5,-0.719566013,0.712048401,-0.006471842,0.123402334,1.345549722,0,0,0,1,0,0,0,0,0,16,0,38,0.172498868,2.486218972
9.9175,0,0.48206963,39.67,4,17,-1.517910626,1,2,65k-85k,75,0.161253257,2,427,-1.062757759,0.75,0,0.25,0,0.75,0,0.25,0,1.660208915,-0.834975019,-0.031691472,-0.666278948,0.25,0.25,0,0.992868386,-0.568772913,1,0,2,-0.429593756,-0.932638373,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.864570794,2,3,176,4,-0.90967828,0.859019876,-0.166513302,1,1,0,281,19,35,37,5,0.615321747,-0.655985685,-0.540039219,-0.474275184,1.345549722,0,1,0,0,0,0,0,0,0,14,1,1,-0.703927834,-1.332229873
9.95,-34,0.2348514,39.8,4,17,-1.517910626,1,2,45k-65k,55,-0.443413637,2,251,-1.560849464,0.374,0,0.626,0,0.37,0,0.63,0,0.475866832,-0.834975019,1.050742647,-0.666278948,0.626,0.63,0,2.966806429,-0.568772913,1,0,4,-0.429593756,-0.061770298,0,0,0,0,0,0,0.469,0,0,0.374,0,1,0,1,0.864570794,2,4,30,0,-0.537703497,-0.980921538,-1.078954164,1,1,0,61,,,,2,-0.480481638,,,,-0.5575932,0,0,0,0,1,0,0,0,0,14,1,2,-0.703927834,-1.229028553
10.67,0,0.48206963,42.68,4,17,-1.517910626,1,4,85k-115k,105,1.068253599,2,1075,0.771125337,0.824,0.41,0,-0.234,0.56,0.28,0,0.16,1.068037874,-0.057933464,-0.743819183,-0.183197342,0,0,0.08,-0.305775062,-0.190355288,1,0,7,-0.429593756,1.244531816,0.351,0,0.234,0,0,0,0.41,0,0.239,-0.526,0.878,0.122,0.88,0.12,-1.130620121,2,11,182,12,2.066119986,0.934633907,1.658368422,0,1,0,33,12,341,7,5,-0.619947523,-0.696735636,1.451078068,-0.673501024,1.345549722,1,0,0,0,0,0,0,0,0,16,1,8,0.172498868,-0.609820632
11.2275,0,0.48206963,44.91,4,17,-1.517910626,1,1,85k-115k,105,1.068253599,2,814,0.032477979,0,0,0.8,0.2,0,0,0.8,0.2,-0.677308354,-0.834975019,1.53498949,-0.06242694,0.333,0.33,0.35,1.40843429,1.086804199,1,0,1,-0.429593756,-1.368072411,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.864570794,2,4,8,0,-0.537703497,-1.258172984,-1.078954164,1,1,0,117,602,13,,4,-0.201549867,2.737903132,-0.683191442,,0.711168748,0,0,1,0,0,0,0,0,0,18,1,19,1.04892557,0.525393889
11.2425,-11.85,0.395906806,44.97,4,37,0.578438824, ,1,45k-65k,55,-0.443413637,2,847,0.125870174,0,1,0,0,0,1,0,0,-0.677308354,1.940173391,-0.743819183,-0.666278948,0,0,0,-0.305775062,-0.568772913,1,0,3,-0.429593756,-0.497204335,0,0,0.666,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,3,165,0,-0.90967828,0.720394153,-1.078954164,1,0,0,200,,,,2,0.211866864,,,,-0.5575932,1,0,0,0,0,0,0,0,0,16,1,10,0.172498868,-0.403417992
11.35,-9.98,0.409503809,45.4,4,37,0.578438824,1,2,45k-65k,55,-0.443413637,2,82,-2.039130704,1,0,0,0,1,0,0,0,2.439381338,-0.834975019,-0.743819183,-0.666278948,0,0,0.18,-0.305775062,0.282666744,1,0,2,-0.429593756,-0.932638373,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,2,1,0,-1.281653063,-1.346389353,-1.078954164,1,0,0,,,,,1,,,,,-1.191974174,1,0,0,0,0,0,0,0,0,18,1,22,1.04892557,0.83499785
11.3675,-19.49,0.340355415,45.47,4,37,0.578438824,1,2,45k-65k,55,-0.443413637,2,1351,1.552223693,1,0,0,0,1,0,0,0,2.439381338,-0.834975019,-0.743819183,-0.666278948,0,0,0.12,-0.305775062,-0.001146475,1,0,3,-0.429593756,-0.497204335,0,0.615,0,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,7,93,12,0.578220853,-0.186974215,1.658368422,0,0,0,553,,,,2,1.970133204,,,,-0.5575932,1,0,0,0,0,0,0,0,0,16,1,21,0.172498868,0.73179653
11.435,-20.9,0.33010313,45.74,4,37,0.578438824,1,3,45k-65k,55,-0.443413637,2,960,0.445667689,0.345,0,0.655,0,0.35,0,0.66,0,0.413533038,-0.834975019,1.136197973,-0.666278948,0,0,0,-0.305775062,-0.568772913,1,0,5,-0.429593756,0.37366374,0,0,0,0,0,0,0,0,0.655,-1.091,0,1,0,1,0.864570794,2,10,10,12,1.694145203,-1.232968307,1.658368422,1,0,0,6,5,4,10,5,-0.754432484,-0.737485587,-0.741753716,-0.65357844,1.345549722,1,0,0,0,0,0,0,0,0,14,1,6,-0.703927834,-0.816223273
11.615,0,0.48206963,46.46,4,37,0.578438824,1,3,85k-115k,105,1.068253599,2,1232,1.215445778,0.484,0.516,0,0,0.48,0.52,0,0,0.818702698,0.608102154,-0.743819183,-0.666278948,0,0,0.88,-0.305775062,3.593820968,1,0,5,-0.429593756,0.37366374,0,0,0,0,0.516,0,0.107,0,0,0,0,1,0,1,0.864570794,2,10,6,0,1.694145203,-1.283377661,-1.078954164,1,0,0,139,41,33,4,5,-0.091969529,-0.527914408,-0.553053058,-0.693423607,1.345549722,1,0,0,0,0,0,0,0,0,14,1,17,-0.703927834,0.318991249
11.62,-15.9,0.366458752,46.48,4,17,-1.517910626,1,2,45k-65k,55,-0.443413637,2,1200,1.12488365,0,1,0,0,0,1,0,0,-0.677308354,1.940173391,-0.743819183,-0.666278948,0,0,0.05,-0.305775062,-0.332261897,1,0,3,-0.429593756,-0.497204335,0,0,0.484,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,4,174,10,-0.537703497,0.833815199,1.202147991,1,1,0,203,1,7,406,5,0.226809638,-0.760771274,-0.722232958,1.976202641,1.345549722,0,0,0,0,0,0,0,0,1,16,1,22,0.172498868,0.83499785
11.95,0,0.48206963,47.8,4,37,0.578438824,2,1,85k-115k,105,1.068253599,2,912,0.309824496,0,0,0,1,0,0,0,1,-0.677308354,-0.834975019,-0.743819183,2.352981093,0,0,0,-0.305775062,-0.568772913,1,0,3,-0.429593756,-0.497204335,0,0,0,0,0,0,0.313,0,0.417,0,0,1,0,1,0.864570794,2,6,77,5,0.20624607,-0.388611631,0.061596913,0,0,0,,,,,1,,,,,-1.191974174,1,0,0,0,0,0,0,0,0,16,1,22,0.172498868,0.83499785
11.9775,0,0.48206963,47.91,4,37,0.578438824,2,1,85k-115k,105,1.068253599,2,967,0.465478154,0.375,0.625,0,0,0.38,0.63,0,0,0.507033729,0.913368479,-0.743819183,-0.666278948,0,0,0.12,-0.305775062,-0.001146475,1,0,2,-0.429593756,-0.932638373,0,0,0,0,0,0,0.375,0,0.625,0,0,1,0,1,0.864570794,2,4,173,4,-0.537703497,0.821212861,-0.166513302,0,0,0,253,468,,,3,0.475855861,1.957832632,,,0.076787774,0,0,0,0,0,0,0,1,0,14,0,24,-0.703927834,1.04140049
12.23,0,0.48206963,48.92,4,37,0.578438824,,2,85k-115k,105,1.068253599,2,1216,1.170164714,1,0,0,0,1,0,0,0,2.439381338,-0.834975019,-0.743819183,-0.666278948,0,0,0.75,-0.305775062,2.978892326,1,0,2,-0.429593756,-0.932638373,0,0.755,0.245,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,3,6,0,-0.90967828,-1.283377661,-1.078954164,0,0,0,2,239,27,380,5,-0.774356182,0.624727077,-0.592094573,1.803540247,1.345549722,0,0,0,0,0,0,0,0,1,9,1,21,-2.894994589,0.73179653
12.425,-10,0.409358386,49.7,4,37,0.578438824,2,2,45k-65k,55,-0.443413637,2,595,-0.587306586,0,0.6,0,0.4,0,0.6,0,0.4,-0.677308354,0.830114027,-0.743819183,0.541425068,0,0,0,-0.305775062,-0.568772913,1,0,2,-0.429593756,-0.932638373,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,2,171,3,-1.281653063,0.796008184,-0.394623518,0,0,0,,,,,1,,,,,-1.191974174,1,0,0,0,0,0,0,0,0,16,1,24,0.172498868,1.04140049
12.445,-20,0.336647142,49.78,4,37,0.578438824,1,1,45k-65k,55,-0.443413637,2,650,-0.431652928,0.199,0,0,0.801,0.2,0,0,0.8,-0.053970415,-0.834975019,-0.743819183,1.749129084,0.098,0.1,0.11,0.213682317,-0.048448678,1,0,2,-0.429593756,-0.932638373,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.864570794,2,6,172,2,0.20624607,0.808610523,-0.622733733,0,0,1,214,370,,,3,0.281599807,1.387333312,,,0.076787774,0,0,0,0,0,0,0,1,0,14,1,10,-0.703927834,-0.403417992
12.5,-11.47,0.398669833,50,4,37,0.578438824,1,2,45k-65k,55,-0.443413637,2,815,0.035308045,0,1,0,0,0,1,0,0,-0.677308354,1.940173391,-0.743819183,-0.666278948,0,0,0.06,-0.305775062,-0.284959694,1,0,2,-0.429593756,-0.932638373,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.864570794,2,4,6,0,-0.537703497,-1.283377661,-1.078954164,1,0,0,210,62,,,3,0.261676109,-0.405664554,,,0.076787774,0,1,0,0,0,0,0,0,0,16,1,12,0.172498868,-0.197015352
12.665,0,0.48206963,50.66,4,17,-1.517910626,3,2,85k-115k,105,1.068253599,2,564,-0.675038648,0,1,0,0,0,1,0,0,-0.677308354,1.940173391,-0.743819183,-0.666278948,0,0,0.77,-0.305775062,3.073496733,1,0,3,-0.429593756,-0.497204335,0,0,0,0,0,0,0.337,0,0,0,0,1,0,1,0.864570794,2,3,174,5,-0.90967828,0.833815199,0.061596913,1,1,0,2,,,,2,-0.774356182,,,,-0.5575932,1,0,0,0,0,0,0,0,0,18,1,16,1.04892557,0.215789929
12.675,0,0.48206963,50.7,4,37,0.578438824,3,1,85k-115k,105,1.068253599,2,240,-1.591980196,0.315,0.685,0,0,0.32,0.69,0,0,0.320032348,1.079877384,-0.743819183,-0.666278948,0,0,0.32,-0.305775062,0.944897589,1,0,3,-0.429593756,-0.497204335,0.315,0,0,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,3,172,0,-0.90967828,0.808610523,-1.078954164,1,0,0,,,,,1,,,,,-1.191974174,0,0,1,0,0,0,0,0,0,14,1,16,-0.703927834,0.215789929
12.72,0,0.48206963,50.88,4,37,0.578438824,0,2,85k-115k,105,1.068253599,2,976,0.490948753,1,0,0,0,1,0,0,0,2.439381338,-0.834975019,-0.743819183,-0.666278948,0,0,0.1,-0.305775062,-0.095750881,1,0,3,-0.429593756,-0.497204335,0,0,0,0,0,0,0,0,0,0.236,0.372,0.628,0.37,0.63,0.025683705,2,4,168,2,-0.537703497,0.758201169,-0.622733733,1,0,0,,,,,1,,,,,-1.191974174,0,0,0,0,0,0,0,0,1,18,1,38,1.04892557,2.486218972
12.8775,-17.89,0.351989214,51.51,4,17,-1.517910626,1,3,45k-65k,55,-0.443413637,2,1043,0.680563209,0,0.834,0.166,0,0,0.83,0.17,0,-0.677308354,1.468398161,-0.25957234,-0.666278948,0,0,0.02,-0.305775062,-0.474168507,1,0,6,-0.429593756,0.809097778,0,0,0,0,0,0,0.613,0.491,0,0,0,1,0,1,0.864570794,2,8,170,11,0.950195636,0.783405846,1.430258206,1,1,0,7,25,14,122,5,-0.74945156,-0.621057155,-0.676684523,0.090198028,1.345549722,1,0,0,0,0,0,0,0,0,16,1,29,0.172498868,1.557407091
12.965,-36,0.220309151,51.86,4,37,0.578438824,1,3,45k-65k,55,-0.443413637,2,1216,1.170164714,0.27,0.73,0,0,0.27,0.73,0,0,0.164197863,1.19088332,-0.743819183,-0.666278948,0,0,0.59,-0.305775062,2.222057075,1,0,6,-0.429593756,0.809097778,0,0,0,0,0,0,0.27,0,0.325,0.405,0,1,0,1,0.864570794,2,9,7,0,1.322170419,-1.270775322,-1.078954164,0,0,0,465,45,3,2,5,1.53181185,-0.504628722,-0.748260635,-0.70670533,1.345549722,1,0,0,0,0,0,0,0,0,16,1,5,0.172498868,-0.919424593
13.13,0,0.48206963,52.52,4,37,0.578438824,1,2,85k-115k,105,1.068253599,2,631,-0.485424192,2.226,-1.226,0,0,,,,,,,,,0,,0.27,,0.708386573,1,0,6,-0.429593756,0.809097778,0,0,0,0,0,0,0.173,0,0.266,0,0.456,0.544,,,,2,6,13,0,0.20624607,-1.195161292,-1.078954164,1,0,0,17,,,,2,-0.699642315,,,,-0.5575932,0,1,0,0,0,0,0,0,0,16,1,6,0.172498868,-0.816223273
13.17,-68.1,-0.013093943,52.68,4,37,0.578438824,0, ,45k-65k,55,-0.443413637,2,170,-1.790084851,-0.758,1.758,0,0,0.3,0.7,0,0,0.257698554,1.107628868,-0.743819183,-0.666278948,0,0,0.46,-0.305775062,1.607128434,1,0,4,-0.429593756,-0.061770298,0,0,0,0,0,0,1.303,-0.758,0,0.455,0,1,0,1,0.864570794,2,4,10,2,-0.537703497,-1.232968307,-0.622733733,1,0,0,14,,,,2,-0.714585088,,,,-0.5575932,1,0,0,0,0,0,0,0,0,16,1,24,0.172498868,1.04140049
13.22,-164.83,-0.716429809,52.88,4,29,-0.260100956,1,3,25k-45k,35,-1.048080532,2,387,-1.175960419,0,0.254,0.481,0.265,0,0.25,0.48,0.27,-0.677308354,-0.141187917,0.623466021,0.148921263,0,0,0.26,-0.305775062,0.66108437,1,0,5,-0.429593756,0.37366374,0,0,0,0,0,0.265,0.254,0.481,0,0,0,1,0,1,0.864570794,2,5,183,5,-0.165728714,0.947236246,0.061596913,0,1,0,77,139,,,3,-0.400786846,0.042584912,,,0.076787774,0,0,1,0,0,0,0,0,0,16,0,35,0.172498868,2.176615012
13.2875,-24.99,0.300364231,53.15,4,37,0.578438824,0,2,45k-65k,55,-0.443413637,2,616,-0.527875189,0.53,0.47,0,0,0.53,0.47,0,0,0.974537183,0.469344734,-0.743819183,-0.666278948,0,0,0.38,-0.305775062,1.228710808,1,0,3,-0.429593756,-0.497204335,0,0.53,0,0,0,0,0.47,0,0,0,0.53,0.47,0.53,0.47,-0.33707828,2,3,158,0,-0.90967828,0.632177784,-1.078954164,0,0,0,,,,,1,,,,,-1.191974174,1,0,0,0,0,0,0,0,0,16,1,8,0.172498868,-0.609820632
13.2875,-8.45,0.420628629,53.15,4,48,1.731431021,1,1,45k-65k,55,-0.443413637,2,95,-2.002339839,1,0,0,0,1,0,0,0,2.439381338,-0.834975019,-0.743819183,-0.666278948,0,0,0,-0.305775062,-0.568772913,1,0,3,-0.429593756,-0.497204335,0,0,0,0,0,0,0.373,0,0,0,0,1,0,1,0.864570794,2,3,4,0,-0.90967828,-1.308582338,-1.078954164,1,0,0,,,,,1,,,,,-1.191974174,0,0,1,0,0,0,0,0,0,14,1,8,-0.703927834,-0.609820632
13.5225,0,0.48206963,54.09,4,17,-1.517910626,2,2,85k-115k,105,1.068253599,2,705,-0.27599927,0,1,0,0,0,1,0,0,-0.677308354,1.940173391,-0.743819183,-0.666278948,0,0,0,-0.305775062,-0.568772913,1,0,2,-0.429593756,-0.932638373,0,0.369,0,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,2,180,3,-1.281653063,0.90942923,-0.394623518,1,1,0,,,,,1,,,,,-1.191974174,1,0,0,0,0,0,0,0,0,18,1,14,1.04892557,0.009387289
13.7575,-9.95,0.409721942,55.03,4,37,0.578438824,1,2,45k-65k,55,-0.443413637,2,1091,0.816406401,1,0,0,0,1,0,0,0,2.439381338,-0.834975019,-0.743819183,-0.666278948,0,0,0.63,-0.305775062,2.411265888,1,0,4,-0.429593756,-0.061770298,0,0.542,0,0,0,0,0.12,0,0,0.338,0.542,0.458,0.54,0.46,-0.359750904,2,4,0,0,-0.537703497,-1.358991692,-1.078954164,0,0,0,,,,,1,,,,,-1.191974174,0,0,0,0,0,0,0,0,1,18,0,26,1.04892557,1.247803131
13.77,-115.7,-0.359199466,55.08,4,37,0.578438824,1,3,45k-65k,55,-0.443413637,2,909,0.301334297,0,0,4.049,-3.049,0,0,0.57,0.43,-0.677308354,-0.834975019,0.879831997,0.632002869,0,0,0.08,-0.305775062,-0.190355288,1,0,5,-0.429593756,0.37366374,0,0,0,0,0,0,0,0,-0.578,1.359,0,1,0,1,0.864570794,2,5,171,8,-0.165728714,0.796008184,0.74592756,1,0,0,154,31,8,10,5,-0.017255662,-0.586128625,-0.715726039,-0.65357844,1.345549722,0,0,1,0,0,0,0,0,0,14,1,6,-0.703927834,-0.816223273
13.8225,0,0.48206963,55.29,4,17,-1.517910626,1,2,85k-115k,105,1.068253599,2,281,-1.475947469,0.145,0.269,0,0.586,0.15,0.27,0,0.59,-0.2098049,-0.085684948,-0.743819183,1.115084476,0,0,0.14,-0.305775062,0.093457932,1,0,3,-0.429593756,-0.497204335,0,0,0,0,0,0,0.46,0,0,0,0,1,0,1,0.864570794,2,3,176,5,-0.90967828,0.859019876,0.061596913,1,1,0,23,,,,2,-0.669756768,,,,-0.5575932,1,0,0,0,0,0,0,0,0,18,1,28,1.04892557,1.454205771
13.855,0,0.48206963,55.42,4,37,0.578438824,1,2,85k-115k,105,1.068253599,2,565,-0.672208581,0,1,0,0,0,1,0,0,-0.677308354,1.940173391,-0.743819183,-0.666278948,0,0,0.81,-0.305775062,3.262705545,1,0,4,-0.429593756,-0.061770298,0,0,0,0,0,0,0.189,0.252,0,0.379,0,1,0,1,0.864570794,2,4,7,0,-0.537703497,-1.270775322,-1.078954164,1,0,0,,,,,1,,,,,-1.191974174,0,0,1,0,0,0,0,0,0,16,1,2,0.172498868,-1.229028553
14.085,0,0.48206963,56.34,4,37,0.578438824,1,2,85k-115k,105,1.068253599,2,600,-0.573156254,0,1,0,0,0,1,0,0,-0.677308354,1.940173391,-0.743819183,-0.666278948,0,0,0.18,-0.305775062,0.282666744,1,0,2,-0.429593756,-0.932638373,0,0,0,0,0,0,0,0,0.823,0,0,1,0,1,0.864570794,2,2,15,5,-1.281653063,-1.169956615,0.061596913,1,0,0,7,,,,2,-0.74945156,,,,-0.5575932,1,0,0,0,0,0,0,0,0,14,1,20,-0.703927834,0.62859521
14.1525,-9.99,0.409431097,56.61,4,37,0.578438824,1,2,45k-65k,55,-0.443413637,2,853,0.142850573,0,0,0,1,0,0,0,1,-0.677308354,-0.834975019,-0.743819183,2.352981093,0,0,0,-0.305775062,-0.568772913,1,0,3,-0.429593756,-0.497204335,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,4,18,2,-0.537703497,-1.132149599,-0.622733733,0,0,0,15,,,,2,-0.709604164,,,,-0.5575932,0,0,0,0,0,0,0,1,0,14,1,22,-0.703927834,0.83499785
14.17,0,0.48206963,56.68,4,37,0.578438824,1,2,85k-115k,105,1.068253599,2,1128,0.921118862,0,0,0,1,0,0,0,1,-0.677308354,-0.834975019,-0.743819183,2.352981093,0,0,0.09,-0.305775062,-0.143053084,1,0,2,-0.429593756,-0.932638373,0,0.56,0.44,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,3,171,1,-0.90967828,0.796008184,-0.850843949,0,0,0,368,23,,,3,1.048662176,-0.632699998,,,0.076787774,1,0,0,0,0,0,0,0,0,16,1,10,0.172498868,-0.403417992
14.2475,0,0.48206963,56.99,4,37,0.578438824,1,2,85k-115k,105,1.068253599,2,157,-1.826875716,0.21,0.79,0,0,0.21,0.79,0,0,-0.022803519,1.357392225,-0.743819183,-0.666278948,0,0,0.21,-0.305775062,0.424573354,1,0,3,-0.429593756,-0.497204335,0,0.526,0,0,0,0,0.263,0,0.21,0,0.526,0.474,0.53,0.47,-0.33707828,2,3,74,0,-0.90967828,-0.426418646,-1.078954164,1,0,0,69,,,,2,-0.440634242,,,,-0.5575932,0,0,1,0,0,0,0,0,0,18,1,29,1.04892557,1.557407091
14.38,0,0.48206963,57.52,4,17,-1.517910626,1,2,85k-115k,105,1.068253599,2,677,-0.355241133,0,0.208,0.687,0.104,0,0.21,0.69,0.1,-0.677308354,-0.252193853,1.221653298,-0.364352944,0,0,0.31,-0.305775062,0.897595386,1,0,2,-0.429593756,-0.932638373,0,1,0,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,2,168,5,-1.281653063,0.758201169,0.061596913,0,1,0,163,,,,2,0.027572659,,,,-0.5575932,1,0,0,0,0,0,0,0,0,12,1,17,-1.580354536,0.318991249
14.495,-161.62,-0.6930895,57.98,4,37,0.578438824,1,2,25k-45k,35,-1.048080532,2,384,-1.184450619,0.517,0,0.483,0,0.52,0,0.48,0,0.943370286,-0.834975019,0.623466021,-0.666278948,0.517,0.52,0.48,2.395403311,1.70173284,0,1,2,3.510715962,-0.932638373,0,0,1,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,2,136,6,-1.281653063,0.354926338,0.289707129,1,1,0,,,,,1,,,,,-1.191974174,1,0,0,0,0,0,0,0,0,14,1,13,-0.703927834,-0.093814032
14.5275,-83.49,-0.124996548,58.11,4,37,0.578438824,1,2,45k-65k,55,-0.443413637,2,384,-1.184450619,0.722,0,0.278,0,0.72,0,0.28,0,1.566708224,-0.834975019,0.053763853,-0.666278948,0,0,0.72,-0.305775062,2.836985717,0.5,0.5,4,1.540561103,-0.061770298,0,0,0,0,0,0,0.413,0,0,0.31,0,1,0,1,0.864570794,2,4,172,3,-0.537703497,0.808610523,-0.394623518,0,0,0,,,,,1,,,,,-1.191974174,0,0,0,0,0,0,0,0,1,18,1,48,1.04892557,3.518232174
14.53,-12.79,0.389071949,58.12,4,17,-1.517910626,1,3,45k-65k,55,-0.443413637,2,434,-1.042947294,0.794,0,0.206,0,0.79,0,0.21,0,1.784876503,-0.834975019,-0.145631906,-0.666278948,0,0,0.67,-0.305775062,2.600474701,1,0,5,-0.429593756,0.37366374,0,0,0,0,0.31,0,0.155,0,0.206,0,0,1,0,1,0.864570794,2,5,97,4,-0.165728714,-0.136564862,-0.166513302,1,1,0,,,,,1,,,,,-1.191974174,1,0,0,0,0,0,0,0,0,18,1,18,1.04892557,0.422192569
14.54,0,0.48206963,58.16,4,17,-1.517910626,1,2,85k-115k,105,1.068253599,2,434,-1.042947294,0,0,1,0,0,0,1,0,-0.677308354,-0.834975019,2.104691659,-0.666278948,0,0,0.82,-0.305775062,3.310007749,1,0,4,-0.429593756,-0.061770298,0,0,0,0,0.206,0,0,0.412,0,0,0.206,0.794,0.21,0.79,0.388445689,2,4,172,7,-0.537703497,0.808610523,0.517817344,1,1,0,,,,,1,,,,,-1.191974174,0,0,0,0,0,0,0,1,0,9,1,2,-2.894994589,-1.229028553
14.67,-21.2,0.327921793,58.68,4,37,0.578438824,1, ,45k-65k,55,-0.443413637,2,127,-1.911777711,0.49,0.51,0,0,0.49,0.51,0,0,0.849869595,0.58035067,-0.743819183,-0.666278948,0,0,0.65,-0.305775062,2.505870294,1,0,3,-0.429593756,-0.497204335,0,0.272,0,0,0,0,0.728,0,0,0,0.272,0.728,0.27,0.73,0.252409945,2,4,31,0,-0.537703497,-0.9683192,-1.078954164,1,0,0,98,,,,2,-0.296187432,,,,-0.5575932,0,0,0,0,0,0,0,1,0,14,1,30,-0.703927834,1.660608411
14.6775,0,0.48206963,58.71,4,37,0.578438824,1,1,85k-115k,105,1.068253599,2,282,-1.473117403,0,0.49,0,0.51,0,0.49,0,0.51,-0.677308354,0.524847702,-0.743819183,0.873543673,0,0,0,-0.305775062,-0.568772913,1,0,1,-0.429593756,-1.368072411,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.864570794,2,1,102,5,-1.653627847,-0.073553169,0.061596913,0,0,0,4,43,,,3,-0.764394333,-0.516271565,,,0.076787774,1,0,0,0,0,0,0,0,0,16,0,9,0.172498868,-0.506619312
14.735,0,0.48206963,58.94,4,17,-1.517910626,1,2,85k-115k,105,1.068253599,2,594,-0.590136653,0,1,0,0,0,1,0,0,-0.677308354,1.940173391,-0.743819183,-0.666278948,0,0,0.17,-0.305775062,0.235364541,1,0,4,-0.429593756,-0.061770298,0,0,0,0,0,0.559,0.144,0,0,0.127,0,1,0,1,0.864570794,2,4,171,3,-0.537703497,0.796008184,-0.394623518,0,1,0,,,,,1,,,,,-1.191974174,1,0,0,0,0,0,0,0,0,9,1,9,-2.894994589,-0.506619312
