PRICE,DISCOUNT_AMT,STD_DISCOUNT_AMT,AMT,QTY,age,std_age,educ,size_hh,income_cat,income_est,std_income_est,Min_TIER,TENURE,std_TENURE,sales_pcnt,spring_pcnt,fall_pcnt,holiday_pcnt,sales_prop,spring_prop,fall_prop,holiday_prop,std_sales_prop,std_spring_prop,std_fall_prop,std_holiday_prop,bts_pcnt,bts_prop,clearance_pcnt,std_bts_prop,std_clearance_pcnt,RETAIL,WEB,PROD_CATEGORY_COUNT,std_WEB,std_PROD_CATEGORY_COUNT,pcnt_m_casual_bottoms,pcnt_m_knits,pcnt_m_shirts,pcnt_m_suits,pcnt_w_denim,pcnt_w_dress,pcnt_w_knit_tops,pcnt_w_pants,pcnt_w_sweaters,pcnt_w_woven_tops,pcnt_m_prod,pcnt_w_prod,prop_m_prod,prop_f_prod,std_prop_f_prod,TIER,product_category_count,em_received_ty,dm_received_ty,std_product_cat_count,std_em_rcvd,std_dm_rcvd,days90,profile,is_redeemer,timeuntil_2,timeuntil_3,timeuntil_4,timeuntil_5,up_trans,std_timeuntil_2,std_timeuntil_3,std_timeuntil_4,std_timeuntil_5,std_up_trans,management_occ,technical_occ,professinal_occ,sales_occ,officeadmin_occ,bluecollar_occ,farmer_occ,other_occ,retired_occ,EDUC_YEARS,MARRIED,LENGTH_OF_RESIDENCE,std_EDUC_YEARS,std_LENGTH_OF_RESIDENCE,CLUSTER,DISTANCE
43.68,0,0.48206963,87.36,2,37,0.578438824,1,1,115k-12,115,1.370587046,2,1257,1.286197441,0,0,0,1,0,0,0,1,-0.677308354,-0.834975019,-0.743819183,2.352981093,0,0,0,-0.305775062,-0.568772913,1,0,2,-0.429593756,-0.932638373,0,0,0,0,0,0.64,0,0,0,0.36,0,1,0,1,0.864570794,2,2,170,4,-1.281653063,0.783405846,-0.166513302,0,0,0,,,,,1,,,,,-1.191974174,1,0,0,0,0,0,0,0,0,12,1,8,-1.580354536,-0.609820632,1,2.9593360692
43.75,-8.99,0.416702222,87.5,2,37,0.578438824,2,2,45k-65k,55,-0.443413637,2,1172,1.045641788,0,0,1,0,0,0,1,0,-0.677308354,-0.834975019,2.104691659,-0.666278948,0,0,0.17,-0.305775062,0.235364541,1,0,4,-0.429593756,-0.061770298,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.864570794,2,5,177,6,-0.165728714,0.871622215,0.289707129,0,0,0,4,178,18,,4,-0.764394333,0.269620356,-0.650656846,,0.711168748,0,1,0,0,0,0,0,0,0,14,1,17,-0.703927834,0.318991249,6,3.1650102035
43.895,0,0.48206963,87.79,2,37,0.578438824,0,1,115k-12,115,1.370587046,2,899,0.273033632,0,1,0,0,0,1,0,0,-0.677308354,1.940173391,-0.743819183,-0.666278948,0,0,0.56,-0.305775062,2.080150466,1,0,1,-0.429593756,-1.368072411,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.864570794,2,1,175,5,-1.653627847,0.846417538,0.061596913,0,0,0,1,332,,,3,-0.779337107,1.166119289,,,0.076787774,1,0,0,0,0,0,0,0,0,16,1,5,0.172498868,-0.919424593,4,3.1363519594
43.9,-149.8,-0.607144809,87.8,2,37,0.578438824,2,2,25k-45k,35,-1.048080532,2,122,-1.925928044,1.125,0.751,-0.876,0,0.41,0.27,0.32,0,0.60053442,-0.085684948,0.167704287,-0.666278948,-0.876,0.32,0,1.356488552,-0.568772913,0.5,0.5,3,1.540561103,-0.497204335,0,0,0,0,0,0.682,0,0,0,0,0,1,0,1,0.864570794,2,3,21,1,-0.90967828,-1.094342584,-0.850843949,0,0,0,1,32,37,,4,-0.779337107,-0.580307203,-0.527025381,,0.711168748,1,0,0,0,0,0,0,0,0,12,1,36,-1.580354536,2.279816332,3,3.3194819418
43.96,0,0.48206963,87.92,2,37,0.578438824,2,1,115k-12,115,1.370587046,2,131,-1.900457445,1,0,0,0,1,0,0,0,2.439381338,-0.834975019,-0.743819183,-0.666278948,0.454,0.45,0,2.031783145,-0.568772913,1,0,4,-0.429593756,-0.061770298,0.454,0,0,0,0.546,0,0,0,0,0,0.454,0.546,0.45,0.55,-0.155697288,2,4,38,1,-0.537703497,-0.88010283,-0.850843949,1,0,0,59,5,,,3,-0.490443487,-0.737485587,,,0.076787774,0,0,0,0,0,0,0,0,1,16,0,3,0.172498868,-1.125827233,4,2.9159188309
43.995,-64,0.016717667,87.99,2,17,-1.517910626,1,2,45k-65k,55,-0.443413637,2,1299,1.405060234,0,0.273,0,0.727,0,0.27,0,0.73,-0.677308354,-0.085684948,-0.743819183,1.537780882,0,0,0.39,-0.305775062,1.276013011,0.5,0.5,3,1.540561103,-0.497204335,0,0,0,0,0,0,0,0.273,0,0,0,1,0,1,0.864570794,2,9,171,11,1.322170419,0.796008184,1.430258206,1,1,0,17,244,35,428,5,-0.699642315,0.653834185,-0.540039219,2.12230159,1.345549722,1,0,0,0,0,0,0,0,0,18,0,14,1.04892557,0.009387289,6,3.885620821
44,0,0.48206963,88,2,37,0.578438824,1,1,115k-12,115,1.370587046,2,1194,1.107903251,0,0,0,1,0,0,0,1,-0.677308354,-0.834975019,-0.743819183,2.352981093,0,0,0.14,-0.305775062,0.093457932,1,0,1,-0.429593756,-1.368072411,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,2,9,3,-1.281653063,-1.245570646,-0.394623518,0,0,0,,,,,1,,,,,-1.191974174,1,0,0,0,0,0,0,0,0,18,1,1,1.04892557,-1.332229873,1,2.9535628017
44.31,-40,0.191224653,88.62,2,37,0.578438824,0,4,45k-65k,55,-0.443413637,2,900,0.275863698,0.176,0.824,0,0,0.18,0.82,0,0,-0.116304209,1.440646677,-0.743819183,-0.666278948,0,0,0,-0.305775062,-0.568772913,1,0,8,-0.429593756,1.679965853,0.788,0.337,0,0,0,0,-0.118,0,0,-0.175,1.125,-0.125,0.9,0.1,-1.175965369,2,8,16,1,0.950195636,-1.157354276,-0.850843949,0,0,0,645,20,34,29,5,2.428378256,-0.650164263,-0.546546138,-0.527402075,1.345549722,0,0,0,0,0,1,0,0,0,12,1,11,-1.580354536,-0.300216672,6,4.1318947882
44.37,0,0.48206963,88.74,2,37,0.578438824,1,1,115k-12,115,1.370587046,2,1330,1.492792296,0,0,1,0,0,0,1,0,-0.677308354,-0.834975019,2.104691659,-0.666278948,0,0,0.05,-0.305775062,-0.332261897,1,0,2,-0.429593756,-0.932638373,0,0,0,0,0,0,0,0,0,0.337,0,1,0,1,0.864570794,2,3,5,0,-0.90967828,-1.295979999,-1.078954164,0,0,0,,,,,1,,,,,-1.191974174,0,0,0,0,0,0,0,0,1,12,0,2,-1.580354536,-1.229028553,2,3.7952329289
44.52,-9.79,0.410885322,89.04,2,37,0.578438824,1,2,45k-65k,55,-0.443413637,2,728,-0.210907741,0,0.44,0.56,0,0,0.44,0.56,0,-0.677308354,0.386090281,0.851346889,-0.666278948,0,0,0,-0.305775062,-0.568772913,1,0,2,-0.429593756,-0.932638373,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.864570794,2,2,26,4,-1.281653063,-1.031330892,-0.166513302,0,0,0,,,,,1,,,,,-1.191974174,0,0,0,0,0,0,0,0,1,18,1,14,1.04892557,0.009387289,2,1.9092963534
44.87,-39.95,0.191588209,89.74,2,17,-1.517910626,1,3,45k-65k,55,-0.443413637,2,925,0.346615361,0,0,1.002,-0.002,0,0,1,0,-0.677308354,-0.834975019,2.104691659,-0.666278948,0,0,0,-0.305775062,-0.568772913,1,0,2,-0.429593756,-0.932638373,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.864570794,2,3,41,7,-0.90967828,-0.842295815,0.517817344,0,1,0,71,496,2,15,5,-0.430672393,2.120832438,-0.754767554,-0.620374133,1.345549722,1,0,0,0,0,0,0,0,0,16,1,6,0.172498868,-0.816223273,2,3.9731282697
44.9,-95.97,-0.215740181,89.8,2,18,-1.413093154,1,2,45k-65k,55,-0.443413637,2,1007,0.578680815,0,0,1,0,0,0,1,0,-0.677308354,-0.834975019,2.104691659,-0.666278948,0,0,0.13,-0.305775062,0.046155728,0.667,0.333,4,0.88252938,-0.061770298,0,0,0,0,0,0,0,0.539,0.461,0,0,1,0,1,0.864570794,2,9,5,11,1.322170419,-1.295979999,1.430258206,1,1,1,94,10,6,10,5,-0.31611113,-0.708378479,-0.728739877,-0.65357844,1.345549722,0,0,0,0,0,0,0,1,0,18,1,19,1.04892557,0.525393889,6,3.1175717827
44.9,-40,0.191224653,89.8,2,37,0.578438824,1,2,45k-65k,55,-0.443413637,2,850,0.134360373,0,0,1,0,0,0,1,0,-0.677308354,-0.834975019,2.104691659,-0.666278948,0,0,0,-0.305775062,-0.568772913,1,0,2,-0.429593756,-0.932638373,0,0,1,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,2,170,6,-1.281653063,0.783405846,0.289707129,0,0,0,,,,,1,,,,,-1.191974174,0,0,0,0,0,0,0,0,1,12,1,26,-1.580354536,1.247803131,1,3.6289179725
44.9,-40,0.191224653,89.8,2,37,0.578438824,1,2,45k-65k,55,-0.443413637,2,988,0.524909551,0,1,0,0,0,1,0,0,-0.677308354,1.940173391,-0.743819183,-0.666278948,0,0,0.07,-0.305775062,-0.237657491,1,0,3,-0.429593756,-0.497204335,0,0,0.461,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,4,97,1,-0.537703497,-0.136564862,-0.850843949,0,0,0,212,,,,2,0.271637958,,,,-0.5575932,0,0,0,0,0,1,0,0,0,12,1,29,-1.580354536,1.557407091,2,2.7095100451
44.9,-30,0.263935898,89.8,2,17,-1.517910626,1,2,45k-65k,55,-0.443413637,2,1165,1.025831323,0,0,1,0,0,0,1,0,-0.677308354,-0.834975019,2.104691659,-0.666278948,0,0,0,-0.305775062,-0.568772913,1,0,2,-0.429593756,-0.932638373,0,0,1,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,3,13,4,-0.90967828,-1.195161292,-0.166513302,0,1,0,,,,,1,,,,,-1.191974174,0,0,0,0,1,0,0,0,0,16,1,1,0.172498868,-1.332229873,2,4.1378432532
44.9,-30,0.263935898,89.8,2,37,0.578438824,1,2,45k-65k,55,-0.443413637,2,1009,0.584340948,0,1,0,0,0,1,0,0,-0.677308354,1.940173391,-0.743819183,-0.666278948,0,0,0,-0.305775062,-0.568772913,1,0,2,-0.429593756,-0.932638373,0,0,1,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,3,9,0,-0.90967828,-1.245570646,-1.078954164,0,0,0,,,,,1,,,,,-1.191974174,1,0,0,0,0,0,0,0,0,16,1,12,0.172498868,-0.197015352,2,3.0960291435
44.9,-15,0.373002764,89.8,2,51,2.045883438,1,2,45k-65k,55,-0.443413637,2,955,0.431517356,0,1,0,0,0,1,0,0,-0.677308354,1.940173391,-0.743819183,-0.666278948,0,0,0,-0.305775062,-0.568772913,0.667,0.333,4,0.88252938,-0.061770298,0,0,0,0,0,0.389,0,0,0,0,0,1,0,1,0.864570794,2,5,181,6,-0.165728714,0.922031569,0.289707129,0,0,0,405,1,6,,4,1.232956382,-0.760771274,-0.728739877,,0.711168748,1,0,0,0,0,0,0,0,0,14,0,3,-0.703927834,-1.125827233,3,3.3685917587
44.9,0,0.48206963,89.8,2,37,0.578438824,1,,115k-12,115,1.370587046,2,947,0.408876824,1,0,0,0,1,0,0,0,2.439381338,-0.834975019,-0.743819183,-0.666278948,0,0,0,-0.305775062,-0.568772913,1,0,2,-0.429593756,-0.932638373,0,0,0,0,0,0,0,0.333,0,0.667,0,1,0,1,0.864570794,2,3,176,4,-0.90967828,0.859019876,-0.166513302,0,0,0,195,,,,2,0.186962242,,,,-0.5575932,0,0,1,0,0,0,0,0,0,18,1,10,1.04892557,-0.403417992,2,2.5280272415
44.9,0,0.48206963,89.8,2,17,-1.517910626,1,2,115k-12,115,1.370587046,2,1349,1.54656356,0,0,1,0,0,0,1,0,-0.677308354,-0.834975019,2.104691659,-0.666278948,0,0,0,-0.305775062,-0.568772913,1,0,3,-0.429593756,-0.497204335,0,0,0,0,0,0,0.11,0.89,0,0,0,1,0,1,0.864570794,2,10,174,11,1.694145203,0.833815199,1.430258206,1,1,0,3,4,2,466,5,-0.769375258,-0.743307009,-0.754767554,2.37465432,1.345549722,0,0,0,0,0,0,0,0,1,14,1,1,-0.703927834,-1.332229873,6,4.0087603625
44.925,-29.95,0.264299454,89.85,2,37,0.578438824,1,2,45k-65k,55,-0.443413637,2,1001,0.561700416,0,0,1,0,0,0,1,0,-0.677308354,-0.834975019,2.104691659,-0.666278948,0,0,0,-0.305775062,-0.568772913,1,0,2,-0.429593756,-0.932638373,0,0,1,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,2,18,0,-1.281653063,-1.132149599,-1.078954164,0,0,0,,,,,1,,,,,-1.191974174,0,0,0,0,0,0,0,1,0,18,0,2,1.04892557,-1.229028553,2,3.6671658469
44.97,0,0.48206963,89.94,2,37,0.578438824,1,1,115k-12,115,1.370587046,2,792,-0.029783484,0,0,0,1,0,0,0,1,-0.677308354,-0.834975019,-0.743819183,2.352981093,0,0,0,-0.305775062,-0.568772913,1,0,1,-0.429593756,-1.368072411,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,7,178,10,0.578220853,0.884224553,1.202147991,0,0,0,,,,,1,,,,,-1.191974174,1,0,0,0,0,0,0,0,0,16,1,32,0.172498868,1.867011052,1,2.780166243
45.215,-71.13,-0.03512545,90.43,2,37,0.578438824,1,3,45k-65k,55,-0.443413637,2,815,0.035308045,0,-0.27,1.27,0,,,,,,,,,0,,0.26,,0.66108437,1,0,4,-0.429593756,-0.061770298,0,0,0.386,0,0,0,0,0,0,-0.27,1.27,-0.27,,,,2,7,33,5,0.578220853,-0.943114523,0.061596913,1,0,0,184,9,,,3,0.132172073,-0.714199901,,,0.076787774,0,1,0,0,0,0,0,0,0,14,1,24,-0.703927834,1.04140049,4,2.0788893427
45.46,0,0.48206963,90.92,2,37,0.578438824,1,1,115k-12,115,1.370587046,2,820,0.049458378,1,0,0,0,1,0,0,0,2.439381338,-0.834975019,-0.743819183,-0.666278948,0,0,0,-0.305775062,-0.568772913,1,0,1,-0.429593756,-1.368072411,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.864570794,2,2,176,0,-1.281653063,0.859019876,-1.078954164,0,0,0,,,,,1,,,,,-1.191974174,1,0,0,0,0,0,0,0,0,12,1,28,-1.580354536,1.454205771,2,2.7155503381
45.46,0,0.48206963,90.92,2,17,-1.517910626,1,2,115k-12,115,1.370587046,2,1028,0.638112211,1,0,0,0,1,0,0,0,2.439381338,-0.834975019,-0.743819183,-0.666278948,0,0,0.23,-0.305775062,0.51917776,1,0,2,-0.429593756,-0.932638373,0.615,0,0.385,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,5,140,0,-0.165728714,0.405335692,-1.078954164,0,1,0,110,372,90,,4,-0.236416339,1.398976155,-0.182158661,,0.711168748,1,0,0,0,0,0,0,0,0,18,1,8,1.04892557,-0.609820632,4,3.3103408345
45.94,-31.96,0.249684494,91.88,2,37,0.578438824,1,2,45k-65k,55,-0.443413637,2,714,-0.250528672,0,0.572,0.428,0,0,0.57,0.43,0,-0.677308354,0.746859575,0.481040479,-0.666278948,0,0,0,-0.305775062,-0.568772913,0.5,0.5,3,1.540561103,-0.497204335,0,0,0,0,0,0,0,0,0.391,0,0,1,0,1,0.864570794,2,3,8,0,-0.90967828,-1.258172984,-1.078954164,0,0,0,,,,,1,,,,,-1.191974174,0,0,1,0,0,0,0,0,0,14,1,31,-0.703927834,1.763809731,2,2.6990972616
46,-147.2,-0.588239886,92,2,17,-1.517910626,1,1,25k-45k,35,-1.048080532,2,872,0.196621836,0,0,1,0,0,0,1,0,-0.677308354,-0.834975019,2.104691659,-0.666278948,0,0,0,-0.305775062,-0.568772913,0.5,0.5,3,1.540561103,-0.497204335,0.667,0,0,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,6,181,8,0.20624607,0.922031569,0.74592756,0,1,0,13,541,198,101,5,-0.719566013,2.382796412,0.520588617,-0.04926006,1.345549722,0,1,0,0,0,0,0,0,0,14,0,7,-0.703927834,-0.713021953,6,4.5182341383
46.195,-209.15,-1.038686044,92.39,2,37,0.578438824,1,3,25k-45k,35,-1.048080532,2,580,-0.629757584,1,0,0,0,1,0,0,0,2.439381338,-0.834975019,-0.743819183,-0.666278948,0,0,0.45,-0.305775062,1.559826231,0,1,5,3.510715962,0.37366374,0,0,0,0.849,0,0,0,0,0,0.151,0.849,0.151,0.85,0.15,-1.062602249,2,5,13,0,-0.165728714,-1.195161292,-1.078954164,1,0,0,27,,,,2,-0.64983307,,,,-0.5575932,0,0,1,0,0,0,0,0,0,16,1,9,0.172498868,-0.506619312,5,3.8509147795
46.4,0,0.48206963,92.8,2,17,-1.517910626,1,2,115k-12,115,1.370587046,2,1233,1.218275845,0,0,0,1,0,0,0,1,-0.677308354,-0.834975019,-0.743819183,2.352981093,0,0,0,-0.305775062,-0.568772913,1,0,2,-0.429593756,-0.932638373,0.753,0,0,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,4,172,3,-0.537703497,0.808610523,-0.394623518,1,1,0,181,396,,,3,0.117229299,1.538690274,,,0.076787774,0,0,0,1,0,0,0,0,0,16,1,19,0.172498868,0.525393889,1,3.6175674205
46.665,-116.47,-0.364798232,93.33,2,37,0.578438824,1,2,45k-65k,55,-0.443413637,2,818,0.043798245,0,0,1,0,0,0,1,0,-0.677308354,-0.834975019,2.104691659,-0.666278948,0,0,0.06,-0.305775062,-0.284959694,1,0,2,-0.429593756,-0.932638373,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.864570794,2,3,173,0,-0.90967828,0.821212861,-1.078954164,1,0,0,,,,,1,,,,,-1.191974174,1,0,0,0,0,0,0,0,0,14,1,3,-0.703927834,-1.125827233,2,3.2993244666
46.665,-66.47,-0.00124201,93.33,2,37,0.578438824,1,1,45k-65k,55,-0.443413637,2,1258,1.289027508,0,0,0,1,0,0,0,1,-0.677308354,-0.834975019,-0.743819183,2.352981093,0,0,0,-0.305775062,-0.568772913,1,0,2,-0.429593756,-0.932638373,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.864570794,2,4,5,0,-0.537703497,-1.295979999,-1.078954164,0,0,0,,,,,1,,,,,-1.191974174,0,0,0,0,0,0,0,0,1,18,1,46,1.04892557,3.311829534,1,3.1942158114
46.92,0,0.48206963,93.84,2,17,-1.517910626,1,2,115k-12,115,1.370587046,2,1005,0.573020682,0,0,1,0,0,0,1,0,-0.677308354,-0.834975019,2.104691659,-0.666278948,0,0,0,-0.305775062,-0.568772913,1,0,2,-0.429593756,-0.932638373,0,0.255,0,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,3,34,6,-0.90967828,-0.930512184,0.289707129,0,1,0,,,,,1,,,,,-1.191974174,0,0,0,1,0,0,0,0,0,14,1,10,-0.703927834,-0.403417992,1,4.006524197
47.35,-17.69,0.353443439,94.7,2,37,0.578438824,1,3,45k-65k,55,-0.443413637,2,394,-1.156149954,0,0,1,0,0,0,1,0,-0.677308354,-0.834975019,2.104691659,-0.666278948,0,0,0,-0.305775062,-0.568772913,1,0,3,-0.429593756,-0.497204335,0,0,0,0,0,0.79,0.21,0,0,0,0,1,0,1,0.864570794,2,3,175,6,-0.90967828,0.846417538,0.289707129,1,0,0,187,1,,,3,0.147114846,-0.760771274,,,0.076787774,0,0,0,0,0,1,0,0,0,16,1,14,0.172498868,0.009387289,3,3.3268668635
47.4,-35,0.227580275,94.8,2,37,0.578438824,1,2,45k-65k,55,-0.443413637,2,1011,0.590001081,1,0,0,0,1,0,0,0,2.439381338,-0.834975019,-0.743819183,-0.666278948,0,0,0,-0.305775062,-0.568772913,1,0,2,-0.429593756,-0.932638373,0,0,1,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,3,15,4,-0.90967828,-1.169956615,-0.166513302,0,0,0,458,,,,2,1.496945379,,,,-0.5575932,1,0,0,0,0,0,0,0,0,18,1,19,1.04892557,0.525393889,1,2.6945936721
47.4,-30,0.263935898,94.8,2,26,-0.574553374,1,2,45k-65k,55,-0.443413637,2,1148,0.977720192,0,1,0,0,0,1,0,0,-0.677308354,1.940173391,-0.743819183,-0.666278948,0,0,0,-0.305775062,-0.568772913,1,0,2,-0.429593756,-0.932638373,0,0,1,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,2,100,0,-1.281653063,-0.098757846,-1.078954164,0,1,0,,,,,1,,,,,-1.191974174,0,0,0,0,1,0,0,0,0,16,0,5,0.172498868,-0.919424593,2,3.0594898633
47.4,0,0.48206963,94.8,2,37,0.578438824,1,1,gt125k,135,1.97525394,2,871,0.19379177,1,0,0,0,1,0,0,0,2.439381338,-0.834975019,-0.743819183,-0.666278948,0,0,0,-0.305775062,-0.568772913,1,0,1,-0.429593756,-1.368072411,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.864570794,2,4,27,12,-0.537703497,-1.018728553,1.658368422,0,0,0,394,,,,2,1.178166213,,,,-0.5575932,0,0,0,0,0,0,0,1,0,14,0,10,-0.703927834,-0.403417992,1,2.9538714159
47.4,0,0.48206963,94.8,2,37,0.578438824,1,2,gt125k,135,1.97525394,2,897,0.267373499,0,1,0,0,0,1,0,0,-0.677308354,1.940173391,-0.743819183,-0.666278948,0,0,0,-0.305775062,-0.568772913,1,0,2,-0.429593756,-0.932638373,0,0,0,0,0,0,0,0,0,0.474,0,1,0,1,0.864570794,2,5,7,12,-0.165728714,-1.270775322,1.658368422,0,0,0,507,5,,,3,1.741010678,-0.737485587,,,0.076787774,0,0,0,0,0,0,0,1,0,16,0,34,0.172498868,2.073413692,4,3.7979175634
47.425,-64.95,0.009810099,94.85,2,37,0.578438824,1,1,45k-65k,55,-0.443413637,2,1250,1.266386976,0,0,1,0,0,0,1,0,-0.677308354,-0.834975019,2.104691659,-0.666278948,0,0,0,-0.305775062,-0.568772913,1,0,2,-0.429593756,-0.932638373,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.864570794,2,4,167,0,-0.537703497,0.74559883,-1.078954164,1,0,0,21,862,,,3,-0.679718617,4.251472759,,,0.076787774,0,1,0,0,0,0,0,0,0,16,1,10,0.172498868,-0.403417992,2,3.7186503956
47.425,-44.95,0.155232587,94.85,2,34,0.263986406,1,2,45k-65k,55,-0.443413637,2,910,0.304164363,0,0,1,0,0,0,1,0,-0.677308354,-0.834975019,2.104691659,-0.666278948,0,0,0,-0.305775062,-0.568772913,1,0,2,-0.429593756,-0.932638373,0,0,1,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,5,179,8,-0.165728714,0.896826892,0.74592756,0,1,1,126,57,24,,4,-0.156721547,-0.434771662,-0.611615331,,0.711168748,1,0,0,0,0,0,0,0,0,12,1,32,-1.580354536,1.867011052,6,3.4931525732
47.425,-29.95,0.264299454,94.85,2,37,0.578438824,1,2,45k-65k,55,-0.443413637,2,959,0.442837622,1,0,0,0,1,0,0,0,2.439381338,-0.834975019,-0.743819183,-0.666278948,0,0,0,-0.305775062,-0.568772913,1,0,2,-0.429593756,-0.932638373,0,0,1,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,4,7,9,-0.537703497,-1.270775322,0.974037775,1,0,0,14,325,,,3,-0.714585088,1.125369338,,,0.076787774,1,0,0,0,0,0,0,0,0,14,1,28,-0.703927834,1.454205771,4,3.2636793336
47.45,0,0.48206963,94.9,2,37,0.578438824,1,2,gt125k,135,1.97525394,2,675,-0.360901266,0.158,0,0,0.842,0.16,0,0,0.84,-0.178638003,-0.834975019,-0.743819183,1.869899486,0,0,0,-0.305775062,-0.568772913,1,0,2,-0.429593756,-0.932638373,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.864570794,2,2,172,0,-1.281653063,0.808610523,-1.078954164,0,0,0,596,,,,2,2.184312957,,,,-0.5575932,1,0,0,0,0,0,0,0,0,9,1,17,-2.894994589,0.318991249,1,2.9012206557
47.845,0,0.48206963,95.69,2,37,0.578438824,1,2,gt125k,135,1.97525394,2,721,-0.230718206,0,0,1,0,0,0,1,0,-0.677308354,-0.834975019,2.104691659,-0.666278948,0,0,0,-0.305775062,-0.568772913,1,0,2,-0.429593756,-0.932638373,0,0,0,0,0,0.92,0.08,0,0,0,0,1,0,1,0.864570794,2,2,23,3,-1.281653063,-1.069137907,-0.394623518,0,0,0,,,,,1,,,,,-1.191974174,0,0,0,0,1,0,0,0,0,16,1,3,0.172498868,-1.125827233,2,3.591921349
47.9,0,0.48206963,95.8,2,17,-1.517910626,1,2,gt125k,135,1.97525394,2,790,-0.035443617,0,0,0,1,0,0,0,1,-0.677308354,-0.834975019,-0.743819183,2.352981093,0,0,0.11,-0.305775062,-0.048448678,0,1,2,3.510715962,-0.932638373,0,0,0,0,0.833,0,0,0,0,0,0,1,0,1,0.864570794,2,3,175,5,-0.90967828,0.846417538,0.061596913,0,1,0,,,,,1,,,,,-1.191974174,0,0,0,0,0,0,0,0,1,18,1,5,1.04892557,-0.919424593,5,4.674326624
47.92,-40,0.191224653,95.84,2,37,0.578438824,1,2,45k-65k,55,-0.443413637,2,218,-1.654241659,0,0.546,0.454,0,0,0.55,0.45,0,-0.677308354,0.691356606,0.538010696,-0.666278948,0,0,0,-0.305775062,-0.568772913,0.5,0.5,2,1.540561103,-0.932638373,0,0,0,0,0.917,0,0,0,0,0,0,1,0,1,0.864570794,2,2,158,0,-1.281653063,0.632177784,-1.078954164,0,0,0,,,,,1,,,,,-1.191974174,0,0,0,1,0,0,0,0,0,12,1,25,-1.580354536,1.14460181,2,3.1320684801
47.92,0,0.48206963,95.84,2,37,0.578438824,1,1,gt125k,135,1.97525394,2,732,-0.199587475,0,0,0.625,0.375,0,0,0.63,0.38,-0.677308354,-0.834975019,1.050742647,0.481039867,0,0,0,-0.305775062,-0.568772913,0.5,0.5,1,1.540561103,-1.368072411,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.864570794,2,1,12,4,-1.653627847,-1.20776363,-0.166513302,1,0,0,,,,,1,,,,,-1.191974174,0,1,0,0,0,0,0,0,0,16,1,15,0.172498868,0.112588609,1,3.6285399321
47.92,0,0.48206963,95.84,2,17,-1.517910626,1,1,gt125k,135,1.97525394,2,1022,0.621131812,0.625,0.375,0,0,0.63,0.38,0,0,1.286206152,0.219581377,-0.743819183,-0.666278948,0,0,0,-0.305775062,-0.568772913,1,0,1,-0.429593756,-1.368072411,0,0,1,0,0,0,0,0,0,0,1,0,1,0,-1.402691609,2,6,24,9,0.20624607,-1.056535569,0.974037775,1,1,0,16,61,390,117,5,-0.704623239,-0.411485976,1.769917111,0.056993721,1.345549722,0,0,0,0,0,1,0,0,0,16,1,11,0.172498868,-0.300216672,4,3.5998146318
47.94,-31.96,0.249684494,95.88,2,41,0.997708714,1,1,45k-65k,55,-0.443413637,2,1315,1.450341299,0,1,0,0,0,1,0,0,-0.677308354,1.940173391,-0.743819183,-0.666278948,0,0,0.25,-0.305775062,0.613782167,0.5,0.5,2,1.540561103,-0.932638373,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.864570794,2,6,300,3,0.20624607,2.421709845,-0.394623518,1,0,0,7,316,6,732,5,-0.74945156,1.072976543,-0.728739877,4.14112343,1.345549722,1,0,0,0,0,0,0,0,0,18,1,25,1.04892557,1.14460181,3,4.1403906651
