PRICE,DISCOUNT_AMT,AMT,QTY,age,educ,size_hh,income_cat,income_est,Min_TIER,TENURE,sales_prop,spring_prop,fall_prop,holiday_prop,bts_prop,clearance_pcnt,RETAIL,WEB,PROD_CATEGORY_COUNT,pcnt_m_casual_bottoms,pcnt_m_knits,pcnt_m_shirts,pcnt_m_suits,pcnt_w_denim,pcnt_w_dress,pcnt_w_knit_tops,pcnt_w_pants,pcnt_w_sweaters,pcnt_w_woven_tops,prop_m_prod,prop_f_prod,TIER,product_category_count,em_received_ty,dm_received_ty,days90,profile,is_redeemer,timeuntil_2,timeuntil_3,timeuntil_4,timeuntil_5,up_trans,management_occ,technical_occ,professinal_occ,sales_occ,officeadmin_occ,bluecollar_occ,farmer_occ,other_occ,retired_occ,EDUC_YEARS,MARRIED,LENGTH_OF_RESIDENCE,CLUSTER,DISTANCE
19.545,0,156.36,8,37,1,1,gt125k,135,2,453,0.16,0,0.84,0,0,0,1,0,3,0,0,0,0,0,0,0,0.192,0,0.594,0,1,2,3,99,0,0,0,0,,,,,1,0,0,0,1,0,0,0,0,0,16,1,27,2,3.262786138
19.655,-115.81,157.24,8,37,1,3,45k-65k,55,2,609,0.08,0.92,0,0,0,0.17,0.667,0.333,5,0,0,0,0,0,0,0.435,0,0.153,0,0,1,2,6,53,4,0,1,0,348,,,,2,0,0,1,0,0,0,0,0,0,16,1,30,2,2.831140609
21.455,-77.43,171.64,8,37,2,3,45k-65k,55,2,524,0,0.89,0.12,0,0,0,1,0,5,0,0,0,0,0,0,0.288,0.279,0,0.205,0,1,2,5,51,5,0,0,0,113,,,,2,0,0,1,0,0,0,0,0,0,18,1,13,2,2.172853994
24.125,-12,193,8,37,2,3,45k-65k,55,2,458,0.25,0.45,0.29,0,0.29,0.15,0.75,0.25,5,0,0,0,0,0.58,0.109,0.192,0,0,0,0,1,2,5,44,7,0,0,0,210,,,,2,1,0,0,0,0,0,0,0,0,14,1,23,2,2.081025664
25.0925,-35.42,200.74,8,37,3,3,45k-65k,55,2,952,0,0,1,0,0,0,1,0,6,0,0,0,0,0,0,0.114,0.178,0.267,0.343,0,1,2,6,178,9,0,0,0,,,,,1,0,0,0,0,0,1,0,0,0,16,0,4,2,3.550930764
26.5525,0,212.42,8,37,3,2,gt125k,135,2,281,0,0.67,0,0.33,0,0,1,0,4,0,0,0,0,0,0,0.258,0,0.141,0.413,0,1,2,4,23,6,0,0,0,,,,,1,0,0,1,0,0,0,0,0,0,16,1,16,2,3.036224957
27.85,-142.81,222.8,8,37,2,2,,,2,1324,0,0.6,0.4,0,0,0.29,0.667,0.333,3,0,0,0,0,0,0,0.018,0,0,0.982,0,1,2,5,170,4,1,1,0,548,466,32,,4,0,1,0,0,0,0,0,0,0,14,1,1,2,3.989214358
28.06625,-43.67,224.53,8,37,2,3,45k-65k,55,2,1037,0,0.4,0.6,0,0,0,1,0,5,0,0,0,0,0,0.267,0.2,0,0,0.4,0.13,0.87,2,8,15,8,0,0,0,315,519,,,3,0,0,1,0,0,0,0,0,0,18,0,22,2,2.460542376
29.81625,-47.99,238.53,8,32,2,3,45k-65k,55,2,822,0.3,0.7,0,0,0.3,0.2,1,0,5,0,0,0,0,0,0,0,0.226,0,0.176,0,1,2,5,207,8,0,0,0,208,,,,2,0,0,0,1,0,0,0,0,0,16,1,0,2,2.395363173
29.9125,-19.9,239.3,8,37,2,3,45k-65k,55,2,501,0.13,0.88,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0.167,0.354,0,1,2,6,14,12,0,0,0,,,,,1,1,0,0,0,0,0,0,0,0,18,1,3,2,2.504089887
30.2175,0,241.74,8,37,2,2,gt125k,135,2,287,0,0.43,0,0.57,0,0,1,0,4,0,0,0,0,0,0,0.144,0,0.407,0.201,0,1,2,4,101,5,1,0,0,,,,,1,0,0,1,0,0,0,0,0,0,14,0,1,2,3.144136279
30.4675,-79.92,243.74,8,37,2,3,45k-65k,55,2,100,1,0,0,0,0.58,0.06,1,0,6,0,0,0,0,0,0.289,0.391,0,0,0.184,0,1,2,6,4,0,1,0,0,,,,,1,0,0,0,0,0,0,0,0,1,16,1,24,2,3.389703405
31.6825,-19.95,253.46,8,17,2,3,45k-65k,55,2,797,0,0,1,0,0,0.07,1,0,5,0,0,0,0,0,0,0.157,0,0.354,0.351,0,1,2,8,182,6,1,1,0,,,,,1,0,0,1,0,0,0,0,0,0,18,1,2,2,3.713006931
32.235,-111.32,257.88,8,32,2,3,45k-65k,55,2,520,0,0.8,0.2,0,0,0,1,0,6,0,0,0,0,0,0.163,0.224,0.309,0,0.269,0,1,2,6,0,0,0,0,0,122,,,,2,1,0,0,0,0,0,0,0,0,12,0,21,2,2.475213936
32.96,0,263.68,8,37,2,3,gt125k,135,2,533,0.38,0.62,0,0,0.38,0,1,0,5,0,0,0,0,0,0.265,0.281,0,0.151,0.303,0,1,2,5,185,11,0,0,0,,,,,1,0,0,0,0,0,0,0,0,1,16,1,20,2,2.872354933
35.97,0,287.76,8,17,3,1,gt125k,135,2,734,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,1,178,6,1,1,0,52,,,,2,1,0,0,0,0,0,0,0,0,18,1,28,2,3.952444685
36.79125,-50.9,294.33,8,37,3,3,45k-65k,55,2,185,0.75,0.25,0,0,0,0,1,0,5,0,0,0,0,0.231,0,0.444,0.231,0,0.095,0,1,2,5,116,0,1,0,0,84,,,,2,1,0,0,0,0,0,0,0,0,9,1,18,2,2.479149907
37.88,-40,303.04,8,37,3,,45k-65k,55,2,361,0,0.52,0.48,0,0,0,1,0,7,0,0,0,0,0.367,0.119,0.161,0.169,0,0.066,0,1,2,7,99,0,0,0,0,,,,,1,0,0,0,0,0,0,0,1,0,14,1,6,2,2.662088971
40.9,-15,327.2,8,17,3,2,45k-65k,55,2,1017,0.24,0.76,0,0,0,0.16,1,0,4,0,0,0,0,0,0.244,0.512,0.244,0,0,0,1,2,4,19,6,0,1,0,13,420,322,,4,0,0,0,1,0,0,0,0,0,16,1,9,2,3.228092157
42.945,0,343.56,8,17,3,3,gt125k,135,2,798,0.71,0.29,0,0,0,0.08,0.5,0.5,5,0,0,0,0,0,0,0.177,0.174,0,0.451,0,1,2,5,179,12,0,1,0,139,,,,2,1,0,0,0,0,0,0,0,0,18,1,10,2,3.594110173
46.15,-90,369.2,8,37,3,2,45k-65k,55,2,721,0,0,1,0,0,0,1,0,4,0,0,0,0,0.297,0,0,0.486,0.216,0,0,1,2,4,8,7,1,0,0,,,,,1,0,0,0,0,0,0,0,1,0,16,1,8,2,3.262158135
55.16875,-92.85,441.35,8,37,3,1,45k-65k,55,2,324,0,0.51,0.49,0,0,0,0.5,0.5,3,0,0,0,0,0,0.83,0,0,0,0.136,0,1,2,7,180,9,0,0,0,,,,,1,0,0,1,0,0,0,0,0,0,14,0,19,2,3.103997172
5,-35.55,45,9,17,1,2,45k-65k,55,2,325,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,2,10,2,0,1,0,35,,,,2,0,0,1,0,0,0,0,0,0,16,1,26,2,4.043129527
6.616666667,-18.6,59.55,9,37,1,2,45k-65k,55,2,518,0,1,0,0,0,0.05,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,3,12,2,0,0,0,,,,,1,1,0,0,0,0,0,0,0,0,12,1,27,2,3.015553196
11.64555556,0,104.81,9,37,1,3,gt125k,135,2,876,1,0,0,0,0,0.05,1,0,5,0,0,0,0,0.467,0,0.211,0,0.183,0,0.03,0.97,2,5,150,3,0,0,0,,,,,1,0,0,0,0,0,0,0,1,0,18,1,0,2,2.913012761
13.51333333,-15.99,121.62,9,37,2,2,45k-65k,55,2,252,0.8,0,0.2,0,0.2,0.1,1,0,3,0,0,0,0,0,0,0,0.168,0,0.832,0,1,2,3,165,2,1,0,0,199,,,,2,0,0,0,1,0,0,0,0,0,16,0,24,2,2.521441733
15.12111111,0,136.09,9,37,2,3,gt125k,135,2,546,0,0.9,0.1,0,0.1,0.1,1,0,6,0,0,0,0,0,0.176,0.176,0,0,0,0,1,2,6,40,3,0,0,0,,,,,1,0,0,1,0,0,0,0,0,0,18,1,6,2,3.027523291
15.9,-37.75,143.1,9,37,2,2,45k-65k,55,2,1067,0,1,0,0,0,0,1,0,4,0,0,0,0,0.291,0,0.148,0,0,0.442,0,1,2,4,165,0,0,0,0,,,,,1,1,0,0,0,0,0,0,0,0,16,1,32,2,2.629145352
17.50333333,0,157.53,9,37,2,1,gt125k,135,2,385,0.35,0,0.65,0,0,0,1,0,2,0,0,0,0,0,0,0.517,0,0.483,0,0,1,2,2,187,0,0,0,0,122,,,,2,1,0,0,0,0,0,0,0,0,18,1,23,2,3.209650136
18.94777778,-25.45,170.53,9,37,2,2,45k-65k,55,2,483,0.7,0.3,0,0,0,0,1,0,4,0,0,0,0,0,0,0.438,0,0,0,0.19,0.81,2,4,174,0,1,0,0,,,,,1,1,0,0,0,0,0,0,0,0,18,1,13,2,2.062004466
19.46111111,0,175.15,9,18,2,2,gt125k,135,2,621,0.73,0,0.27,0,0,0.27,1,0,4,0,0,0,0,0,0,0.103,0,0.171,0.627,0,1,2,4,0,0,1,1,0,,,,,1,0,0,1,0,0,0,0,0,0,18,1,12,2,3.407915945
21.13222222,-44.95,190.19,9,34,2,3,45k-65k,55,2,925,0,1,0,0,0,0.09,1,0,5,0,0,0,0,0,0,0.209,0,0.158,0.443,0,1,2,5,182,6,0,1,0,73,,,,2,1,0,0,0,0,0,0,0,0,14,1,25,2,2.576705584
22.81,-19.95,205.29,9,37,3,2,45k-65k,55,2,547,0,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0.102,0,0,0.83,0,1,2,4,175,6,0,0,0,413,,,,2,0,0,0,0,0,0,0,1,0,14,1,2,2,2.800541121
23.18333333,-80.89,208.65,9,37,3,2,45k-65k,55,2,335,0,0.15,0.86,0,0,0,1,0,3,0,0,0,0,0.162,0,0.515,0,0,0,0,1,2,3,181,6,0,0,0,,,,,1,1,0,0,0,0,0,0,0,0,16,1,11,2,3.068575786
24.00222222,-27.91,216.02,9,37,1,,45k-65k,55,2,63,0.35,0,0.65,0,0.65,0.05,1,0,4,0,0,0,0,0.464,0,0.254,0,0,0.282,0,1,2,4,0,0,1,0,0,,,,,1,0,0,0,1,0,0,0,0,0,18,1,12,2,3.342718926
24.12666667,-32.85,217.14,9,37,2,2,45k-65k,55,2,579,0.31,0.7,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0.506,0,1,2,3,7,0,1,0,0,90,,,,2,0,0,0,0,0,0,0,0,1,16,1,26,2,1.988317497
24.85222222,-184.9,223.67,9,37,4,3,25k-45k,35,2,937,0,1,0,0,0,0.22,1,0,5,0,0,0,0,0.483,0,0.242,0,0,0.189,0,1,2,6,7,2,0,0,0,1,,,,2,1,0,0,0,0,0,0,0,0,16,1,6,2,3.23325036
26.69333333,0,240.24,9,37,2,2,gt125k,135,2,451,0.56,0,0.44,0,0,0.03,1,0,4,0,0,0,0,0,0.428,0.309,0,0.225,0,0,1,2,4,4,0,1,0,0,,,,,1,1,0,0,0,0,0,0,0,0,14,1,14,2,3.031107641
27.00111111,0,243.01,9,37,2,2,gt125k,135,2,235,0.45,0.55,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0.173,0.669,0.158,0,1,2,3,169,0,0,0,0,,,,,1,0,0,0,0,0,0,0,0,1,18,1,27,2,2.967665703
27.98111111,0,251.83,9,37,2,3,gt125k,135,2,499,0,1,0,0,0,0,1,0,6,0,0,0,0,0,0.059,0.088,0.167,0,0.412,0,1,2,6,98,0,0,0,0,,,,,1,0,0,1,0,0,0,0,0,0,18,1,4,2,3.189198076
29.99333333,-50,269.94,9,37,2,3,45k-65k,55,2,1165,0,0,1,0,0,0.08,1,0,7,0,0,0,0,0.437,0,0.083,0,0.161,0,0,1,2,9,185,9,0,0,0,2,698,,,3,0,1,0,0,0,0,0,0,0,16,1,14,2,3.837776229
31.13777778,-29.95,280.24,9,37,3,3,45k-65k,55,2,92,1,0,0,0,0,0.07,1,0,5,0,0,0,0,0,0,0,0.214,0,0.609,0,1,2,5,2,0,1,0,0,,,,,1,0,0,0,1,0,0,0,0,0,14,1,5,2,3.226623818
31.23777778,-33.89,281.14,9,17,4,3,45k-65k,55,2,480,0.68,0.32,0,0,0,0,1,0,6,0,0,0,0,0,0.106,0,0.148,0,0.317,0,1,2,6,179,4,0,1,0,,,,,1,0,0,0,0,0,0,0,1,0,18,1,13,2,3.001320534
31.76888889,-114.9,285.92,9,37,4,2,45k-65k,55,2,118,0,0.39,0.61,0,0.61,0.1,1,0,3,0,0,0,0,0,0,0,0.431,0,0.569,0,1,2,3,20,0,1,0,0,,,,,1,0,0,0,0,0,0,0,0,1,14,1,14,2,2.842568178
32.9,-30,296.1,9,37,3,3,45k-65k,55,2,333,0,0.13,0.87,0,0,0,1,0,5,0,0,0,0,0,0.169,0.158,0.169,0,0.505,0,1,2,6,102,0,0,0,0,182,,,,2,1,0,0,0,0,0,0,0,0,16,1,0,2,2.840911102
33.62,-214.62,302.58,9,24,3,3,25k-45k,35,2,500,0,1,0,0,0,0.14,1,0,6,0,0,0,0,0.561,0,0.056,0,0.113,0.136,0,1,2,6,194,4,0,0,0,,,,,1,0,0,0,0,0,0,0,0,1,18,1,29,2,3.662009658
34.11,-62.41,306.99,9,37,3,3,45k-65k,55,2,278,0,0.42,0,0.59,0,0,1,0,5,0,0,0,0,0,0,0,0.576,0.244,0,0,1,2,7,0,0,0,0,0,182,,,,2,0,0,0,0,0,0,0,0,1,18,1,16,2,2.948625983
34.94111111,-134.75,314.47,9,17,3,2,25k-45k,35,2,693,0,0.38,0.19,0.43,0,0,1,0,4,0,0,0,0,0,0.381,0,0,0,0.571,0,1,2,4,0,0,1,1,0,186,,,,2,0,0,0,0,0,0,0,0,1,12,1,27,2,2.939108484
36.57777778,-350,329.2,9,37,3,2,25k-45k,35,2,563,0.88,0.12,0,0,0,0,1,0,2,0,0,0,0,0.878,0,0,0,0,0,0,1,2,2,7,0,0,0,0,,,,,1,0,1,0,0,0,0,0,0,0,18,1,8,2,3.600269267
37.26,-149.9,335.34,9,17,3,3,25k-45k,35,2,175,0,0.68,0.32,0,0,0,1,0,5,0,0,0,0,0,0,0.151,0.305,0,0.251,0,1,2,5,101,2,0,1,1,,,,,1,1,0,0,0,0,0,0,0,0,14,1,5,2,3.312294303
38.80555556,-129.85,349.25,9,37,3,2,25k-45k,35,2,702,0,0.49,0.51,0,0,0,0.75,0.25,3,0,0,0,0,0.386,0,0,0,0,0.5,0,1,2,3,0,0,0,0,0,134,402,,,3,0,0,1,0,0,0,0,0,0,16,1,12,2,2.83992319
39.77,0,357.93,9,37,3,1,gt125k,135,2,281,0.42,0.26,0,0.32,0,0,1,0,4,0,0,0,0,0.561,0,0,0,0,0.276,0,1,2,4,175,0,1,0,0,50,,,,2,0,0,0,0,0,1,0,0,0,14,1,5,2,3.015536605
46.91,-19.95,422.19,9,44,3,3,45k-65k,55,2,549,0.21,0.79,0,0,0,0,1,0,5,0,0,0,0,0.379,0,0.361,0,0,0,0,1,2,5,175,11,0,0,0,451,,,,2,1,0,0,0,0,0,0,0,0,18,1,22,2,2.982299557
52.47444444,-39.95,472.27,9,37,3,3,45k-65k,55,1,190,0,1,0,0,0,0,1,0,5,0,0,0,0,0.254,0.465,0.141,0,0,0.141,0,1,1,6,47,0,0,0,0,,,,,1,0,0,0,0,0,1,0,0,0,14,0,9,2,2.986129381
53.46888889,-50,481.22,9,37,3,2,45k-65k,55,2,522,0,0.56,0.44,0,0,0,1,0,4,0,0,0,0,0.726,0,0.075,0,0.199,0,0,1,2,4,171,10,0,0,0,2,,,,2,0,1,0,0,0,0,0,0,0,18,1,6,2,2.052900436
15.82,-10,158.2,10,33,2,2,45k-65k,55,2,953,0.77,0.23,0,0,0,0.32,1,0,4,0,0,0,0,0,0.508,0.171,0,0,0.321,0,1,2,6,184,0,0,1,0,264,,,,2,1,0,0,0,0,0,0,0,0,14,1,2,2,2.458511171
16.819,0,168.19,10,37,2,3,gt125k,135,2,238,0.58,0.32,0.1,0,0.1,0,1,0,6,0,0,0,0,0,0,0.389,0,0.196,0,0.02,0.98,2,6,105,4,0,0,0,85,,,,2,1,0,0,0,0,0,0,0,0,18,1,12,2,2.93174077
17.495,-56.27,174.95,10,37,2,2,45k-65k,55,2,146,0.43,0.57,0,0,0,0.21,0.5,0.5,3,0,0,0,0,0,0,0.817,0,0.137,0,0,1,2,3,68,5,0,0,0,51,,,,2,1,0,0,0,0,0,0,0,0,18,0,0,2,3.123074946
18.919,-47.93,189.19,10,45,2,2,45k-65k,55,2,77,0.42,0,0.58,0,0.24,0,1,0,4,0,0,0,0,0,0,0.368,0.526,0,0.105,0,1,2,4,0,0,1,0,0,14,,,,2,1,0,0,0,0,0,0,0,0,14,1,2,2,3.453884001
18.95,-101.63,189.5,10,25,2,3,,,2,933,0,1,0,0,0,0.07,0.75,0.25,5,0,0,0,0,0,0,0.435,0.253,0,0.211,0,1,2,9,178,3,1,0,1,33,755,13,,4,1,0,0,0,0,0,0,0,0,14,0,17,2,3.276220547
22.353,-54.46,223.53,10,37,4,4,45k-65k,55,2,715,0,0.65,0.27,0.09,0,0.08,1,0,7,0,0,0,0,0,0,0.095,0,0.08,0,0.19,0.81,2,7,9,0,1,0,0,50,534,,,3,1,0,0,0,0,0,0,0,0,18,1,1,2,2.530902177
25.571,-30.79,255.71,10,37,2,2,45k-65k,55,2,722,0.64,0,0.36,0,0,0,1,0,6,0,0,0,0,0,0,0.317,0,0.234,0.184,0,1,2,6,0,0,0,0,1,259,,,,2,0,1,0,0,0,0,0,0,0,16,1,7,2,2.6020607
26.148,-35.46,261.48,10,37,2,3,45k-65k,55,2,134,0,0.66,0.34,0,0,0,1,0,5,0,0,0,0,0,0.371,0,0,0,0.45,0,1,2,5,20,0,1,0,0,91,,,,2,1,0,0,0,0,0,0,0,0,16,1,27,2,2.613846169
26.918,-105,269.18,10,18,2,,45k-65k,55,2,559,0,1,0,0,0,0,1,0,7,0,0,0,0,0,0.3,0.056,0.326,0,0.163,0,1,2,7,8,12,1,1,0,35,,,,2,1,0,0,0,0,0,0,0,0,18,1,6,2,3.418952576
26.919,-39.65,269.19,10,37,2,4,45k-65k,55,2,500,0.83,0.17,0,0,0,0,1,0,7,0,0,0,0,0.317,0.199,0.182,0,0,0.092,0.04,0.96,2,7,12,4,0,0,1,43,,,,2,0,0,0,1,0,0,0,0,0,14,1,14,2,2.765930067
36.9,-80,369,10,37,3,2,45k-65k,55,2,741,0.41,0,0.6,0,0,0,1,0,6,0,0,0,0,0,0.22,0.189,0.22,0,0.216,0,1,2,6,7,12,0,0,0,78,,,,2,0,0,0,1,0,0,0,0,0,18,1,6,2,2.749884989
38.537,-75,385.37,10,37,3,3,45k-65k,55,2,799,1,0,0,0,0,0.12,1,0,7,0,0,0,0,0.386,0,0.101,0,0,0.109,0,1,2,11,28,12,1,0,0,178,,,,2,1,0,0,0,0,0,0,0,0,16,0,19,2,2.78136355
38.92,-139.8,389.2,10,37,3,,25k-45k,35,2,1304,0,0.33,0.67,0,0,0,1,0,4,0,0,0,0,0.282,0,0,0,0.218,0.5,0,1,2,5,7,12,0,0,0,184,,,,2,1,0,0,0,0,0,0,0,0,16,1,21,2,3.02459408
39.928,-40,399.28,10,17,3,3,45k-65k,55,2,551,0,0.68,0.33,0,0,0.03,1,0,6,0,0,0,0,0.212,0,0.045,0.648,0.03,0.065,0,1,2,6,138,4,0,1,0,158,,,,2,1,0,0,0,0,0,0,0,0,18,1,4,2,2.582258991
45.618,-79.95,456.18,10,17,3,2,45k-65k,55,2,485,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0.657,0,0.343,0,1,2,3,165,5,0,1,0,,,,,1,0,0,0,0,0,0,0,0,1,18,1,15,2,3.032032163
53.284,-64.9,532.84,10,37,3,4,45k-65k,55,2,743,0,0.43,0.57,0,0.59,0,0.667,0.333,7,0,0,0,0,0,0.206,0,0,0,0.347,0,1,2,8,11,7,1,0,0,466,,,,2,1,0,0,0,0,0,0,0,0,16,0,0,2,3.277888676
12.49909091,0,137.49,11,37,2,2,,,2,581,0,1,0,0,0,0.1,1,0,3,0,0,0,0,0,0,0.235,0,0,0,0,1,2,3,175,0,1,0,0,,,,,1,0,0,0,0,0,0,0,0,1,14,1,20,2,2.510031571
13.25454546,-142.2,145.8,11,37,1,3,25k-45k,35,2,1118,0,1,0,0,0,0.1,1,0,5,0,0,0,0,0,0,0,0.014,0,0,0.5,0.5,2,8,4,11,0,0,0,532,,,,2,1,0,0,0,0,0,0,0,0,16,1,14,2,3.631806449
19.62818182,0,215.91,11,17,4,2,gt125k,135,2,567,0,1,0,0,0,0.06,1,0,3,0,0,0,0,0.162,0,0.663,0,0,0.175,0,1,2,3,171,0,1,1,0,42,,,,2,1,0,0,0,0,0,0,0,0,18,1,37,2,3.314563355
21.19545455,-225.47,233.15,11,37,2,2,25k-45k,35,2,416,0,0,1,0,0.71,0,1,0,4,0,0,0,0,0,0.206,0,0,0,0.522,0,1,2,4,4,0,1,0,0,,,,,1,1,0,0,0,0,0,0,0,0,12,1,18,2,3.922850534
21.45636364,0,236.02,11,37,2,2,gt125k,135,2,674,0,0.49,0,0.51,0,0,1,0,3,0,0,0,0,0,0.203,0.67,0,0,0,0,1,2,3,9,12,1,0,0,,,,,1,0,1,0,0,0,0,0,0,0,16,1,1,2,2.887031497
22.50454546,-18,247.55,11,37,2,4,45k-65k,55,2,177,0,1,0,0,0,0.04,1,0,8,0,0,0,0,0,0.301,0.145,0.315,0,0.104,0,1,2,8,107,2,1,0,0,118,,,,2,0,0,0,0,0,0,0,0,1,16,1,16,2,3.484202421
22.91272727,-63.08,252.04,11,37,2,3,45k-65k,55,2,749,0,0,1,0,0,0,1,0,6,0,0,0,0,0.33,0,0.199,0,0,0,0.37,0.63,2,6,64,9,0,0,0,,,,,1,0,0,0,1,0,0,0,0,0,14,1,12,2,3.268180235
23.06363636,-224.75,253.7,11,37,2,2,25k-45k,35,2,812,1,0,0,0,0,0.12,1,0,4,0,0,0,0,0,0,0.114,0,0.084,0.803,0,1,2,9,26,2,0,0,0,,,,,1,1,0,0,0,0,0,0,0,0,16,1,22,2,2.99782646
24.10181818,0,265.12,11,37,1,2,gt125k,135,2,483,0,0.64,0,0.36,0,0,1,0,4,0,0,0,0,0,0.318,0,0.09,0,0.445,0,1,2,4,182,6,1,0,0,195,,,,2,0,0,0,0,0,0,0,0,1,16,1,0,2,2.806832176
25.02090909,-61.3,275.23,11,37,1,,45k-65k,55,2,1150,0.74,0.27,0,0,0,0.29,1,0,5,0,0,0,0,0,0,0.047,0.435,0,0.39,0,1,2,5,0,0,0,0,0,139,,,,2,0,0,0,0,0,0,0,0,1,18,0,20,2,2.657686505
27.65090909,0,304.16,11,37,3,3,gt125k,135,2,161,0.17,0.83,0,0,0,0.04,1,0,5,0,0,0,0,0,0.41,0.137,0,0.098,0,0,1,2,5,83,0,1,0,0,,,,,1,0,0,1,0,0,0,0,0,0,16,1,3,2,3.212207328
28.28636364,-97.75,311.15,11,37,3,2,45k-65k,55,2,1141,0,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0.136,0,0,0.769,0,1,2,6,174,4,0,0,0,85,,,,2,0,0,0,1,0,0,0,0,0,14,1,6,2,2.713752571
29.24,-51.4,321.64,11,17,3,4,45k-65k,55,2,572,0,0.91,0.09,0,0,0,1,0,7,0,0,0,0,0,0,0.056,0,0,0.186,0.19,0.82,2,7,173,11,1,1,0,182,,,,2,0,0,0,0,0,0,0,1,0,9,1,9,2,3.149722215
31.36454546,-11.98,345.01,11,37,3,3,45k-65k,55,2,182,0,1,0,0,0,0,1,0,6,0,0,0,0,0,0.409,0.052,0.104,0,0.211,0,1,2,6,39,2,1,0,0,115,,,,2,0,0,0,0,0,0,0,1,0,12,1,5,2,3.0614344
35.38636364,-24.95,389.25,11,37,3,3,45k-65k,55,2,276,0,0.65,0,0.35,0,0,1,0,6,0,0,0,0,0,0.154,0.256,0.192,0,0,0,1,2,6,11,5,0,0,0,66,,,,2,0,0,1,0,0,0,0,0,0,14,0,22,2,2.812614589
18.24,0,218.88,12,52,3,3,gt125k,135,2,610,0.36,0.64,0,0,0,0.03,1,0,5,0,0,0,0,0,0.534,0,0.274,0,0,0,1,2,5,177,9,1,1,0,60,,,,2,0,0,1,0,0,0,0,0,0,14,1,7,2,3.415394343
20.32333333,0,243.88,12,17,2,3,gt125k,135,2,711,0.13,0.17,0,0.7,0,0,0.5,0.5,5,0,0,0,0,0,0.172,0.153,0,0.184,0.43,0,1,2,5,176,8,1,1,0,6,525,47,,4,0,1,0,0,0,0,0,0,0,18,1,15,2,4.356907809
22.01083333,-107.45,264.13,12,17,2,3,45k-65k,55,2,1279,0,1,0,0,0,0.17,1,0,5,0,0,0,0,0.326,0.324,0.176,0,0,0,0,1,2,6,13,12,0,1,0,358,,,,2,0,0,0,0,0,0,0,0,1,16,1,9,2,3.537740204
23.79666667,0,285.56,12,37,4,3,gt125k,135,2,128,0,0.28,0.72,0,0.34,0,1,0,5,0,0,0,0,0,0.332,0.169,0.259,0.158,0,0,1,2,5,30,1,1,0,0,11,,,,2,1,0,0,0,0,0,0,0,0,16,1,27,2,3.409902694
24.25,-33.02,291,12,37,2,3,45k-65k,55,2,189,0.05,0.16,0.7,0.09,0.7,0.1,1,0,5,0,0,0,0,0.24,0,0.124,0,0,0.254,0,1,2,5,117,2,0,0,0,36,,,,2,1,0,0,0,0,0,0,0,0,16,1,9,2,2.811344563
28.7875,-19.95,345.45,12,37,3,3,45k-65k,55,2,1294,0.19,0.4,0,0.42,0,0.04,1,0,6,0,0,0,0,0,0.173,0.358,0,0,0.429,0,1,2,8,9,6,0,0,0,61,572,364,96,5,1,0,0,0,0,0,0,0,0,16,1,11,2,3.543709409
36.90666667,-60,442.88,12,37,3,3,45k-65k,55,2,176,0,0.94,0,0.06,0,0,1,0,6,0,0,0,0,0,0.11,0.247,0.135,0,0,0,1,2,6,107,0,1,0,0,,,,,1,0,0,1,0,0,0,0,0,0,16,0,8,2,3.049887739
13.73,-173.58,178.49,13,37,2,2,25k-45k,35,2,155,0,1,0,0,0,0.04,1,0,7,0,0,0,0,0.135,0.212,0.196,0.23,0,0,0,1,2,7,79,2,1,0,0,,,,,1,1,0,0,0,0,0,0,0,0,16,1,18,2,3.766714696
19.58461539,-35,254.6,13,17,2,3,45k-65k,55,2,439,0.98,0,0.02,0,0.66,0,1,0,5,0,0,0,0,0,0.663,0.116,0,0,0.203,0,1,2,5,72,4,0,1,1,33,,,,2,0,0,1,0,0,0,0,0,0,12,0,5,2,2.841709504
21.93230769,-80.27,285.12,13,17,3,3,45k-65k,55,2,1358,0,0.67,0.33,0,0,0,1,0,6,0,0,0,0,0,0,0.127,0.147,0,0.439,0,1,2,8,172,12,0,1,0,59,610,201,264,5,0,0,0,1,0,0,0,0,0,16,1,17,2,3.78349325
22.16692308,-100.18,288.17,13,37,3,3,45k-65k,55,2,884,0,1,0,0,0,0,1,0,7,0,0,0,0,0,0.344,0.3,0.125,0.086,0.097,0,1,2,10,4,0,1,1,0,394,,,,2,1,0,0,0,0,0,0,0,0,18,1,22,2,3.27273235
26.03615385,-36.8,338.47,13,17,3,2,45k-65k,55,2,1337,0,1,0,0,0,0,1,0,3,0,0,0,0,0.163,0,0,0,0,0.837,0,1,2,5,172,12,0,1,0,483,,,,2,0,0,0,0,0,1,0,0,0,14,1,15,2,3.684694572
