PRICE,DISCOUNT_AMT,AMT,QTY,age,educ,size_hh,income_cat,income_est,Min_TIER,TENURE,sales_prop,spring_prop,fall_prop,holiday_prop,bts_prop,clearance_pcnt,RETAIL,WEB,PROD_CATEGORY_COUNT,pcnt_m_casual_bottoms,pcnt_m_knits,pcnt_m_shirts,pcnt_m_suits,pcnt_w_denim,pcnt_w_dress,pcnt_w_knit_tops,pcnt_w_pants,pcnt_w_sweaters,pcnt_w_woven_tops,prop_m_prod,prop_f_prod,TIER,product_category_count,em_received_ty,dm_received_ty,days90,profile,is_redeemer,timeuntil_2,timeuntil_3,timeuntil_4,timeuntil_5,up_trans,management_occ,technical_occ,professinal_occ,sales_occ,officeadmin_occ,bluecollar_occ,farmer_occ,other_occ,retired_occ,EDUC_YEARS,MARRIED,LENGTH_OF_RESIDENCE,CLUSTER,DISTANCE
25.93857143,-10,181.57,7,37,2,3,45k-65k,55,2,637,0,0.64,0,0.36,0,0.1,1,0,5,0,0,0.462,0,0,0,0,0.165,0,0,0.64,0.36,2,5,15,10,1,0,0,,,,,1,0,0,0,0,1,0,0,0,0,16,1,21,2,2.383795693
25.06857143,-109,350.96,14,37,3,3,45k-65k,55,2,1118,0.2,0.26,0.29,0.26,0.29,0,1,0,5,0,0.195,0.462,0,0,0,0,0,0,0,1,0,2,6,14,8,1,0,0,1,545,236,164,5,0,0,1,0,0,0,0,0,0,18,1,4,2,3.544414864
25.51666667,-50.6,306.2,12,37,3,3,45k-65k,55,2,495,0,1,0,0,0,0.03,1,0,5,0,0,0.463,0,0,0,0,0,0,0,1,0,2,5,182,7,0,0,0,17,,,,2,0,0,1,0,0,0,0,0,0,16,1,21,2,3.175634781
50.9,-72.22,254.5,5,24,2,2,45k-65k,55,2,401,0,0,1,0,0,0,1,0,4,0.392,0,0.463,0,0,0,0,0,0,0,1,0,2,4,101,0,1,0,0,,,,,1,0,0,1,0,0,0,0,0,0,16,1,42,2,3.698064734
34.58833333,-73.42,207.53,6,37,3,2,45k-65k,55,2,147,0.37,0.63,0,0,0,0,1,0,4,0,0,0.464,0,0,0,0,0,0,0,1,0,2,4,0,0,0,0,0,,,,,1,1,0,0,0,0,0,0,0,0,18,1,8,2,3.235195791
28.47857143,-119.95,199.35,7,37,3,2,25k-45k,35,2,432,1,0,0,0,0.6,0,1,0,3,0,0.533,0.467,0,0,0,0,0,0,0,1,0,2,3,169,0,0,0,1,,,,,1,0,0,0,0,0,0,0,0,1,12,1,3,2,3.307199825
20.7,-137.6,62.1,3,37,1,2,25k-45k,35,2,855,0.27,0.73,0,0,0,0,1,0,2,0,0,0.469,0,0,0,0,0,0,0,1,0,2,4,28,0,0,0,0,23,,,,2,0,0,0,0,1,0,0,0,0,18,1,15,2,2.914853209
27.66571429,-55,193.66,7,37,2,3,45k-65k,55,2,473,0.49,0,0.51,0,0,0.07,1,0,5,0,0,0.47,0,0,0,0.047,0,0,0.159,0.47,0.53,2,5,52,6,1,0,0,70,,,,2,0,0,0,0,0,0,0,1,0,14,0,4,2,2.344397789
27.93,-72,167.58,6,37,2,2,45k-65k,55,2,513,0.36,0.64,0,0,0,0.17,1,0,4,0.178,0.345,0.476,0,0,0,0,0,0,0,1,0,2,4,171,0,1,0,0,,,,,1,0,0,0,0,0,0,0,0,1,14,1,41,2,2.749061363
25.57166667,-77.97,153.43,6,37,2,3,45k-65k,55,2,714,0,0.11,0.89,0,0,0,1,0,5,0,0.109,0.478,0,0,0,0,0,0,0,1,0,2,5,22,6,0,0,0,,,,,1,0,0,0,0,0,0,0,0,1,16,1,13,2,3.361717523
24.958,0,124.79,5,37,2,2,gt125k,135,2,525,0,1,0,0,0,0,1,0,3,0,0,0.48,0,0,0,0,0,0,0,1,0,2,3,12,0,0,0,0,,,,,1,0,0,0,0,0,0,0,1,0,16,1,7,2,3.466039549
30.06545455,-105,330.72,11,37,3,3,45k-65k,55,2,490,0,0.68,0.32,0,0,0,1,0,6,0,0.238,0.484,0,0,0,0.124,0.123,0,0,0.72,0.28,2,6,73,1,0,0,1,210,,,,2,0,1,0,0,0,0,0,0,0,16,1,2,2,2.326023299
31.41333333,-30,188.48,6,37,2,3,45k-65k,55,2,495,0,1,0,0,0,0,1,0,5,0.159,0.264,0.487,0,0,0,0,0,0,0,0.91,0.09,2,5,57,0,0,0,0,,,,,1,0,0,1,0,0,0,0,0,0,18,0,13,2,2.906736087
29.95,-29.95,59.9,2,37,1,2,45k-65k,55,2,150,0.5,0.5,0,0,0,0,1,0,3,0.5,0,0.5,0,0,0,0,0,0,0,1,0,2,3,6,0,0,0,0,,,,,1,0,0,1,0,0,0,0,0,0,16,1,34,2,3.111328628
28.09285714,-153.7,196.65,7,37,2,3,25k-45k,35,2,631,0.5,0.5,0,0,0,0,1,0,5,0.288,0.09,0.503,0,0,0,0,0,0,0,1,0,2,5,174,6,0,0,0,,,,,1,0,0,0,1,0,0,0,0,0,14,1,2,2,3.104136982
30.72,0,122.88,4,37,2,2,gt125k,135,2,721,0,0,1,0,0,0,1,0,2,0,0,0.512,0,0,0.488,0,0,0,0,0.51,0.49,2,2,9,3,1,0,0,,,,,1,0,0,0,0,0,0,0,1,0,12,1,22,2,3.632915873
40.945,0,81.89,2,37,1,2,115k-12,115,2,117,0,0.51,0.49,0,0.49,0,1,0,2,0.488,0,0.512,0,0,0,0,0,0,0,1,0,2,2,21,0,1,0,0,,,,,1,0,0,1,0,0,0,0,0,0,16,1,12,2,3.283611488
45.26,0,135.78,3,37,2,2,gt125k,135,2,623,0.52,0.18,0.31,0,0,0,1,0,3,0,0,0.515,0,0,0.309,0,0,0,0,0.69,0.31,2,3,173,0,0,0,0,168,,,,2,0,0,0,0,0,0,0,0,1,14,1,0,2,2.584122507
33.854,-19.95,169.27,5,37,2,2,45k-65k,55,2,1119,0,0.5,0.5,0,0,0,1,0,3,0,0,0.523,0,0,0,0,0,0,0,1,0,2,4,166,3,0,0,0,189,,,,2,0,0,1,0,0,0,0,0,0,18,0,24,2,2.583886414
31.4925,-75.7,125.97,4,17,2,2,45k-65k,55,2,470,1,0,0,0,0,0,1,0,4,0,0,0.524,0,0,0,0,0,0,0,0.79,0.21,2,4,171,5,1,1,0,,,,,1,1,0,0,0,0,0,0,0,0,18,0,22,2,3.189112203
20.25,0,162,8,37,2,2,gt125k,135,2,231,0,1,0,0,0,0,1,0,4,0,0,0.524,0,0,0,0,0,0,0,0.79,0.21,2,4,156,0,0,0,0,,,,,1,1,0,0,0,0,0,0,0,0,16,1,27,2,3.514688397
35.07,-7.79,70.14,2,37,1,2,45k-65k,55,2,750,0,0,1,0,0,0,1,0,3,0,0,0.538,0,0,0,0,0,0,0,1,0,2,4,67,0,0,0,0,,,,,1,0,0,1,0,0,0,0,0,0,18,0,11,2,3.435379869
38.94,0,77.88,2,37,1,2,85k-115,105,2,891,0,0,1,0,0,0,1,0,2,0,0,0.539,0,0,0,0,0,0,0,1,0,2,3,172,9,0,0,0,13,629,23,,4,1,0,0,0,0,0,0,0,0,14,1,6,2,3.771868879
22.425,-114.9,89.7,4,37,1,2,45k-65k,55,2,924,0,1,0,0,0,0,1,0,3,0,0,0.539,0,0,0,0,0,0,0,1,0,2,4,168,0,0,1,0,,,,,1,1,0,0,0,0,0,0,0,0,18,0,6,2,3.061600936
27.73,0,55.46,2,37,1,2,85k-115,105,2,523,0,1,0,0,0,0,1,0,2,0,0,0.54,0,0,0,0,0,0,0,1,0,2,2,188,3,0,0,0,,,,,1,0,0,1,0,0,0,0,0,0,16,0,13,2,3.199374371
31.755,-372.65,317.55,10,37,3,3,25k-45k,35,2,1220,0,0.22,0.28,0.5,0,0,1,0,5,0.277,0,0.55,0,0,0,0,0,0,0,1,0,2,6,130,0,0,0,0,67,562,,,3,0,0,1,0,0,0,0,0,0,16,1,3,2,4.1238803
26.94,0,53.88,2,37,0,2,85k-115,105,2,1271,0,1,0,0,0,0,1,0,2,0,0.444,0.556,0,0,0,0,0,0,0,1,0,2,3,51,1,0,0,0,295,811,,,3,1,0,0,0,0,0,0,0,0,18,0,13,2,3.394444749
29.9,-20,89.7,3,37,1,2,45k-65k,55,2,1047,0,1,0,0,0,0,1,0,3,0,0.444,0.556,0,0,0,0,0,0,0,1,0,2,4,5,0,0,0,0,,,,,1,0,0,0,0,0,0,0,0,1,12,1,21,2,3.107836974
34.44,0,241.08,7,37,2,1,gt125k,135,2,126,0.58,0.42,0,0,0.58,0.02,1,0,4,0,0,0.559,0,0,0.104,0,0,0,0,0.85,0.15,2,4,2,0,1,0,0,,,,,1,1,0,0,0,0,0,0,0,0,18,1,15,2,3.455377449
39.09363636,-124.95,430.03,11,37,3,3,25k-45k,35,2,532,0.15,0.85,0,0,0.15,0,1,0,5,0,0,0.559,0,0,0,0,0,0,0,1,0,2,5,173,0,0,0,0,,,,,1,1,0,0,0,0,0,0,0,0,18,1,21,2,3.29079853
24.62076923,-10.19,320.07,13,37,3,3,45k-65k,55,2,657,0,0.78,0.18,0.04,0.18,0.06,1,0,6,0,0.044,0.56,0,0.106,0,0.047,0,0,0.243,0.6,0.4,2,6,169,0,0,0,0,15,471,,,3,0,0,0,1,0,0,0,0,0,18,1,20,2,2.61620982
46.56666667,-30,139.7,3,37,2,2,45k-65k,55,2,862,0,1,0,0,0,0,1,0,3,0.429,0,0.571,0,0,0,0,0,0,0,1,0,2,3,179,12,0,0,0,,,,,1,1,0,0,0,0,0,0,0,0,18,1,21,2,3.0117211
30.51428571,-185.7,213.6,7,37,2,2,25k-45k,35,2,693,0,0.37,0.63,0,0,0,1,0,4,0,0.093,0.577,0,0,0,0,0,0,0,1,0,2,4,7,0,0,0,0,,,,,1,0,0,0,0,0,0,0,1,0,14,1,17,2,3.216974019
39.9,-40,79.8,2,37,1,2,45k-65k,55,2,945,0,1,0,0,0,0,1,0,3,0,0,0.583,0,0,0,0,0,0,0,1,0,2,6,172,11,0,0,0,,,,,1,0,0,0,1,0,0,0,0,0,9,1,22,2,3.015258264
48.25,-129.9,289.5,6,37,4,2,25k-45k,35,2,647,0,0.76,0,0.24,0,0,1,0,3,0,0,0.586,0,0,0,0,0,0,0,1,0,2,3,167,0,0,0,0,,,,,1,0,0,0,0,0,1,0,0,0,9,1,17,2,3.036917824
15.19111111,-93.08,136.72,9,17,2,2,45k-65k,55,2,548,0.18,0.82,0,0,0,0,1,0,4,0,0,0.59,0,0,0,0,0,0,0,1,0,2,4,11,5,1,1,0,,,,,1,1,0,0,0,0,0,0,0,0,16,1,15,2,3.265296893
28.49857143,-124.9,199.49,7,37,,2,25k-45k,35,2,396,0,0,1,0,0.78,0,1,0,4,0,0.225,0.59,0,0,0,0,0,0,0,1,0,2,4,173,4,0,0,0,,,,,1,0,0,0,0,0,0,0,1,0,14,1,12,2,4.038018844
33.5725,-80.7,268.58,8,37,2,3,45k-65k,55,2,189,0.52,0.48,0,0,0,0,1,0,5,0,0,0.592,0,0,0,0,0,0,0,0.89,0.11,2,5,40,2,0,0,0,,,,,1,1,0,0,0,0,0,0,0,0,18,1,24,2,2.921411238
36.908,-120,369.08,10,37,3,3,25k-45k,35,2,715,0,0.84,0.16,0,0,0,1,0,5,0.243,0,0.594,0,0,0,0,0.049,0.114,0,0.84,0.16,2,5,184,12,0,0,0,,,,,1,0,0,0,0,0,0,0,1,0,16,0,24,2,2.980892487
24.96,0,49.92,2,37,1,2,85k-115,105,2,573,0,1,0,0,0,0,1,0,2,0,0,0.6,0,0,0,0,0,0,0,1,0,2,3,149,3,1,0,0,,,,,1,1,0,0,0,0,0,0,0,0,18,1,13,2,2.988298758
34.935,0,279.48,8,17,3,2,gt125k,135,2,780,0.21,0.79,0,0,0,0,1,0,2,0,0,0.6,0,0,0,0,0,0,0.4,0.6,0.4,2,2,107,8,0,1,0,220,,,,2,1,0,0,0,0,0,0,0,0,18,1,26,2,2.903226238
40.75,-149.7,163,4,37,2,2,25k-45k,35,2,567,0,0.61,0,0.39,0,0,1,0,3,0,0,0.607,0,0,0,0,0,0,0,0.61,0.39,2,3,170,0,0,0,0,,,,,1,1,0,0,0,0,0,0,0,0,14,1,13,2,2.737582352
32.8525,-73.19,131.41,4,37,2,2,45k-65k,55,2,1228,0,1,0,0,0,0,1,0,3,0,0,0.613,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,122,450,,,3,0,0,0,0,0,0,0,0,1,12,0,31,2,3.362669335
34.58666667,-65.94,103.76,3,37,1,2,45k-65k,55,2,1114,0,0,1,0,0,0,1,0,3,0,0,0.615,0,0,0,0,0,0,0,1,0,2,4,166,2,0,0,0,118,,,,2,1,0,0,0,0,0,0,0,0,16,1,22,2,3.591706227
44.90714286,-104.95,314.35,7,37,3,2,45k-65k,55,2,139,0,1,0,0,0,0,1,0,4,0.256,0,0.615,0,0,0,0,0,0,0,0.87,0.13,2,6,3,0,0,0,0,,,,,1,0,0,0,0,1,0,0,0,0,12,0,5,2,3.460373015
22.472,-69.42,224.72,10,37,2,3,45k-65k,55,2,1030,0,0.53,0,0.48,0,0.09,1,0,6,0,0.042,0.616,0,0,0,0.067,0,0,0,0.93,0.07,2,8,181,4,0,0,0,73,635,29,119,5,0,0,0,1,0,0,0,0,0,12,1,17,2,3.65260292
61.56666667,-30,184.7,3,37,2,2,45k-65k,55,2,380,0,0,1,0,0,0,1,0,3,0,0,0.622,0,0,0,0,0.378,0,0,0.62,0.38,2,3,170,8,1,0,0,77,,,,2,1,0,0,0,0,0,0,0,0,14,1,1,2,3.297045694
23.907,-40,239.07,10,37,2,3,45k-65k,55,2,566,0,1,0,0,0,0,1,0,5,0,0,0.624,0,0,0,0.2,0,0.05,0,0.62,0.38,2,5,100,11,1,1,0,,,,,1,1,0,0,0,0,0,0,0,0,18,0,16,2,2.504348004
32.13666667,0,96.41,3,37,1,2,gt125k,135,2,378,0,0.29,0.72,0,0,0,1,0,2,0,0,0.627,0,0,0,0,0,0,0,1,0,2,2,173,0,0,0,0,,,,,1,0,0,0,0,0,1,0,0,0,14,1,11,2,3.532508845
12.41857143,-15.8,86.93,7,37,1,2,45k-65k,55,2,287,0,0.71,0,0.29,0,0.14,1,0,4,0.138,0,0.632,0,0,0,0,0,0,0,1,0,2,4,175,0,1,0,0,,,,,1,1,0,0,0,0,0,0,0,0,16,1,23,2,3.094165011
32.94,0,65.88,2,37,1,2,85k-115,105,2,936,0,0,1,0,0,0,1,0,2,0,0,0.637,0,0,0,0,0,0,0,1,0,2,4,6,6,0,0,0,93,747,,,3,1,0,0,0,0,0,0,0,0,18,1,11,2,3.614216848
12.85714286,-11.85,90,7,37,1,3,45k-65k,55,2,492,0.1,0.9,0,0,0,0,1,0,5,0,0,0.638,0,0,0,0,0,0,0,1,0,2,5,97,3,1,0,0,315,,,,2,0,0,0,0,0,0,0,0,1,14,1,0,2,2.846510977
46.56666667,-40,139.7,3,37,2,2,45k-65k,55,2,882,0,1,0,0,0,0,1,0,3,0,0,0.643,0,0,0,0,0,0,0,1,0,2,3,172,11,1,0,0,,,,,1,0,0,0,0,0,0,0,0,1,12,1,0,2,2.984376391
38.65,-75,154.6,4,37,0,2,45k-65k,55,2,475,0.35,0.65,0,0,0,0,1,0,3,0,0.354,0.646,0,0,0,0,0,0,0,1,0,2,3,170,0,0,0,0,,,,,1,0,0,1,0,0,0,0,0,0,18,1,0,2,2.704497185
26.8375,-88.5,214.7,8,37,2,2,45k-65k,55,2,1153,0,0.88,0,0.12,0,0,1,0,4,0,0,0.651,0,0,0,0,0,0,0,1,0,2,4,19,0,0,0,0,201,499,,,3,0,0,0,1,0,0,0,0,0,16,0,24,2,3.02908022
23.12,-70,92.48,4,37,1,,45k-65k,55,2,757,0,1,0,0,0,0,1,0,3,0,0,0.652,0,0,0,0,0,0,0,1,0,2,4,14,5,0,0,0,,,,,1,1,0,0,0,0,0,0,0,0,14,1,23,2,2.952096744
11.2425,-11.85,44.97,4,37,,1,45k-65k,55,2,847,0,1,0,0,0,0,1,0,3,0,0,0.666,0,0,0,0,0,0,0,1,0,2,3,165,0,1,0,0,200,,,,2,1,0,0,0,0,0,0,0,0,16,1,10,2,2.815041268
20.95857143,0,146.71,7,37,2,2,gt125k,135,2,1042,0.51,0,0,0.49,0,0,1,0,3,0,0,0.666,0,0,0,0,0,0,0,0.96,0.05,2,8,0,0,1,0,0,1,745,7,17,5,0,0,1,0,0,0,0,0,0,18,1,22,2,4.116859624
22.47,0,44.94,2,37,1,2,85k-115,105,2,591,0,1,0,0,0,0,1,0,2,0,0,0.667,0,0,0,0,0,0,0,0.67,0.33,2,2,66,4,0,0,0,,,,,1,1,0,0,0,0,0,0,0,0,14,1,24,2,2.477825357
30.494,-137.12,152.47,5,61,3,2,25k-45k,35,2,458,1,0,0,0,0,0,1,0,3,0.327,0,0.673,0,0,0,0,0,0,0,1,0,2,3,19,5,0,0,0,,,,,1,0,0,1,0,0,0,0,0,0,14,1,22,2,4.598681639
31.8,-135.7,190.8,6,37,2,2,25k-45k,35,2,741,0,0.43,0.58,0,0,0,1,0,4,0,0,0.674,0,0,0,0,0,0,0,0.97,0.03,2,4,168,0,0,0,0,249,,,,2,1,0,0,0,0,0,0,0,0,18,1,13,2,2.85105877
24.02666667,0,72.08,3,37,1,2,85k-115,105,2,306,0,0.66,0,0.34,0,0,1,0,2,0,0,0.682,0,0,0,0,0,0,0,1,0,2,2,169,4,0,0,0,,,,,1,1,0,0,0,0,0,0,0,0,18,1,29,2,3.076241368
35.549,-233.51,355.49,10,37,3,2,25k-45k,35,2,237,0.58,0.42,0,0,0,0,1,0,3,0,0,0.683,0,0,0,0,0,0,0,1,0,2,3,174,0,0,0,0,,,,,1,1,0,0,0,0,0,0,0,0,16,1,12,2,3.574783436
28.76666667,0,86.3,3,37,2,2,115k-12,115,2,358,0.31,0,0.69,0,0,0,1,0,3,0,0.173,0.694,0,0,0,0,0,0,0,1,0,2,3,10,5,0,0,0,,,,,1,1,0,0,0,0,0,0,0,0,16,1,17,2,3.425840014
23.9,-40,143.4,6,37,2,2,45k-65k,55,2,346,0,0,1,0,0,0,1,0,3,0,0,0.696,0,0,0,0,0,0,0,1,0,2,3,79,6,1,0,0,,,,,1,0,0,0,0,0,0,0,0,1,14,1,18,2,3.641007435
29.955,0,59.91,2,37,1,2,85k-115,105,2,750,0,0.3,0.7,0,0,0,1,0,2,0,0,0.7,0,0,0,0,0,0,0,1,0,2,4,75,0,1,0,0,,,,,1,1,0,0,0,0,0,0,0,0,14,1,13,2,2.667865371
35.3525,-93.19,141.41,4,37,2,1,45k-65k,55,2,570,0,1,0,0,0,0,1,0,3,0,0,0.7,0,0,0,0,0,0,0,1,0,2,3,172,2,0,0,0,,,,,1,1,0,0,0,0,0,0,0,0,16,0,18,2,3.054859967
25.58666667,0,153.52,6,37,1,2,gt125k,135,2,329,0,0.3,0.7,0,0,0,1,0,3,0,0.114,0.703,0,0,0,0,0,0,0,1,0,2,3,171,6,1,0,0,,,,,1,0,0,0,0,0,0,0,0,1,12,1,12,2,3.512096091
27.15666667,0,81.47,3,37,2,2,115k-12,115,2,1015,0,1,0,0,0,0,1,0,2,0,0.294,0.706,0,0,0,0,0,0,0,1,0,2,2,9,4,0,0,0,,,,,1,1,0,0,0,0,0,0,0,0,18,1,42,2,3.242272452
34.7375,-110.7,138.95,4,37,2,,45k-65k,55,2,121,0,1,0,0,0,0,1,0,3,0.288,0,0.712,0,0,0,0,0,0,0,1,0,2,4,22,0,0,0,0,99,,,,2,1,0,0,0,0,0,0,0,0,16,1,23,2,3.400642556
22.47,0,44.94,2,47,,2,85k-115,105,2,510,0,1,0,0,0,0,1,0,2,0,0,0.734,0,0,0,0,0,0,0,1,0,2,2,99,2,1,0,0,,,,,1,0,0,0,0,1,0,0,0,0,16,1,11,2,3.331124941
37.562,0,187.81,5,17,2,2,gt125k,135,2,873,0.16,0,0.84,0,0,0,1,0,2,0,0,0.745,0,0,0,0,0,0,0,1,0,2,2,168,10,0,1,0,97,,,,2,1,0,0,0,0,0,0,0,0,12,0,13,2,3.911592097
19.9775,-17.95,79.91,4,37,1,2,45k-65k,55,2,917,0,1,0,0,0,0,1,0,4,0,0.187,0.75,0,0,0,0.063,0,0,0,0.94,0.06,2,6,8,1,0,0,0,,,,,1,1,0,0,0,0,0,0,0,0,16,1,10,2,2.952488373
31.54,-30,157.7,5,37,5,2,45k-65k,55,2,523,0,1,0,0,0,0,1,0,3,0,0,0.759,0,0,0,0.241,0,0,0,0.76,0.24,2,3,110,4,0,0,0,,,,,1,0,0,1,0,0,0,0,0,0,18,1,22,2,2.520493685
37.324,-40,186.62,5,37,2,2,45k-65k,55,2,483,0,1,0,0,0,0,1,0,4,0,0,0.76,0,0,0.16,0,0,0,0,0.76,0.24,2,4,61,6,0,0,0,6,,,,2,1,0,0,0,0,0,0,0,0,14,1,21,2,2.603799973
41.56666667,-70,124.7,3,37,2,4,45k-65k,55,2,819,0.76,0,0.24,0,0.24,0,1,0,3,0,0.24,0.76,0,0,0,0,0,0,0,1,0,2,4,9,7,0,0,0,8,399,,,3,0,0,1,0,0,0,0,0,0,18,1,22,2,3.074796022
25.168,-59.86,125.84,5,37,2,2,45k-65k,55,2,302,0,0.71,0,0.29,0,0,1,0,3,0,0.238,0.762,0,0,0,0,0,0,0,1,0,2,3,94,0,0,0,0,,,,,1,0,0,0,0,0,0,0,1,0,16,1,6,2,2.812213422
33.94,0,101.82,3,17,1,2,gt125k,135,2,546,0,1,0,0,0,0,1,0,2,0,0,0.765,0,0,0,0,0,0,0,1,0,2,2,162,4,0,1,0,353,,,,2,1,0,0,0,0,0,0,0,0,18,1,12,2,3.792433022
32.225,-110.7,128.9,4,17,2,1,45k-65k,55,2,829,0,1,0,0,0,0,1,0,3,0,0.232,0.768,0,0,0,0,0,0,0,1,0,2,4,172,0,0,1,0,,,,,1,0,0,0,1,0,0,0,0,0,14,0,12,2,3.430937964
33.61916667,-81.58,403.43,12,33,3,2,45k-65k,55,1,521,0.42,0.58,0,0,0,0,1,0,3,0.206,0,0.794,0,0,0,0,0,0,0,1,0,1,3,16,11,1,1,1,,,,,1,0,0,1,0,0,0,0,0,0,18,1,30,2,2.55064049
17.71428571,-99.3,124,7,37,2,1,45k-65k,55,2,829,0,0,1,0,0,0,1,0,3,0,0,0.798,0,0,0,0,0,0,0,1,0,2,3,169,0,0,0,0,,,,,1,1,0,0,0,0,0,0,0,0,18,1,18,2,3.631435225
29.97,0,119.88,4,17,2,2,gt125k,135,2,848,0,0,1,0,0,0,1,0,2,0,0,0.8,0,0,0,0,0,0,0,1,0,2,2,12,3,0,1,0,41,,,,2,0,0,0,0,0,1,0,0,0,16,1,17,2,4.172666655
38.025,-75,304.2,8,37,3,2,45k-65k,55,2,557,0.49,0.51,0,0,0,0,1,0,3,0,0,0.803,0,0,0,0,0,0,0,1,0,2,3,44,11,1,0,0,,,,,1,0,0,0,0,0,0,0,0,1,18,1,20,2,2.429862977
17.84,0,35.68,2,37,1,2,65k-85k,75,2,1162,0,1,0,0,0,0.07,1,0,2,0,0.196,0.804,0,0,0,0,0,0,0,1,0,2,6,171,3,0,0,0,,,,,1,0,0,1,0,0,0,0,0,0,18,1,7,2,3.146365157
39.3025,-40,157.21,4,37,2,2,45k-65k,55,2,226,0,0.81,0.19,0,0,0,1,0,3,0,0,0.81,0,0,0,0,0,0,0,1,0,2,3,166,4,1,0,0,153,,,,2,0,0,0,0,0,0,0,1,0,18,1,0,2,2.888039899
34.12,-114.62,272.96,8,37,2,2,45k-65k,55,2,352,0.62,0,0.38,0,0,0,1,0,3,0,0,0.813,0,0,0,0,0,0,0.187,0.81,0.19,2,3,171,5,0,0,0,,,,,1,0,0,0,0,0,1,0,0,0,18,1,8,2,2.871377271
38.9425,-78.83,155.77,4,17,2,2,45k-65k,55,2,711,0,0,1,0,0,0.12,1,0,3,0,0,0.821,0,0,0,0,0,0,0,1,0,2,4,10,3,0,1,0,,,,,1,0,0,1,0,0,0,0,0,0,12,0,6,2,3.951618134
35.675,0,71.35,2,37,1,2,85k-115,105,2,485,0,0.84,0,0.16,0,0,1,0,2,0,0,0.84,0,0,0,0,0,0,0,0.84,0.16,2,2,158,0,0,0,0,,,,,1,0,0,0,1,0,0,0,0,0,16,1,14,2,2.644554391
33.66875,-189.85,269.35,8,37,2,2,25k-45k,35,2,157,0,0.33,0.67,0,0.67,0,1,0,3,0,0,0.843,0,0,0,0,0,0,0,1,0,2,3,74,2,0,0,0,,,,,1,1,0,0,0,0,0,0,0,0,12,1,20,2,3.557693581
29.84142857,-159.5,208.89,7,37,2,2,25k-45k,35,2,490,0,0.86,0,0.14,0,0.07,1,0,3,0,0,0.857,0,0,0,0,0.143,0,0,0.86,0.14,2,3,96,0,0,0,0,,,,,1,1,0,0,0,0,0,0,0,0,12,1,22,2,2.884091494
29.478,-80.87,147.39,5,37,0,2,45k-65k,55,2,434,0.4,0,0.6,0,0,0,1,0,3,0,0,0.865,0,0,0,0,0,0,0,1,0,2,3,173,0,0,0,0,,,,,1,0,0,1,0,0,0,0,0,0,16,0,1,2,3.147017186
30.33857143,-206.93,212.37,7,37,2,2,25k-45k,35,2,532,0,1,0,0,0,0,1,0,3,0,0.094,0.906,0,0,0,0,0,0,0,1,0,2,3,112,3,1,0,0,,,,,1,0,0,1,0,0,0,0,0,0,18,1,2,2,3.385565514
32.675,-5.45,65.35,2,37,1,2,45k-65k,55,2,668,0,0.92,0,0.08,0,0,1,0,3,0,0,0.917,0,0,0,0,0,0,0,1,0,2,3,167,4,0,0,0,,,,,1,0,0,0,0,0,1,0,0,0,12,0,10,2,2.816544491
31.2,-25.49,62.4,2,37,1,3,45k-65k,55,2,224,0.05,0.95,0,0,0,0.05,1,0,3,0,0,0.952,0,0,0,0,0,0,0,0.95,0.05,2,3,163,4,0,0,1,,,,,1,0,0,0,1,0,0,0,0,0,14,1,13,2,3.183929498
17.99,-31.91,17.99,1,37,1,2,,,2,1175,1,0,0,0,0,0.48,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,2,4,179,1,0,0,0,147,732,,,3,0,0,0,1,0,0,0,0,0,14,1,14,2,3.765898725
23.47,0,23.47,1,37,1,1,65k-85k,75,2,1058,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,2,22,0,0,0,0,,,,,1,0,0,1,0,0,0,0,0,0,18,1,10,2,3.105544891
29.9,-40,29.9,1,37,1,2,45k-65k,55,2,72,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,2,2,0,0,1,0,0,,,,,1,0,0,0,0,0,0,0,0,1,12,0,37,2,3.600954759
29.94,0,29.94,1,37,1,1,65k-85k,75,2,896,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,3,171,0,0,0,0,,,,,1,0,0,0,0,0,0,0,0,1,18,1,9,2,3.050760282
29.97,0,29.97,1,37,1,1,65k-85k,75,2,1037,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,3,172,0,0,0,0,,,,,1,1,0,0,0,0,0,0,0,0,14,1,13,2,3.144778766
29.97,0,29.97,1,37,1,1,65k-85k,75,2,997,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,3,4,0,0,0,0,,,,,1,0,0,0,0,1,0,0,0,0,14,0,22,2,3.138081752
34.93,0,34.93,1,17,1,1,65k-85k,75,2,1077,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,4,5,11,0,1,0,,,,,1,0,0,1,0,0,0,0,0,0,16,1,9,2,3.574082465
